task_id	dgp	n	ipw_transform	alpha	random_seed	strategy	test_thresh	learner	n_burn_in	reveal_batch_size	refit_batch_size	n_min	alpha_min	margin_width	substitute_t_test	train_ratio	binary	n_sims	task_label
2460	KangSchaferRCT	4000	True	0.05	3840126843	Chiseling	0	random_forest_learner	0.35	40.0	200.0	2	0	0	True		False	50	chiseling
2461	KangSchaferRCT	4000	True	0.05	3111371685	Chiseling	0	random_forest_learner	0.35	40.0	200.0	2	0	0	True		False	50	chiseling
2462	KangSchaferRCT	4000	True	0.05	987647502	Chiseling	0	random_forest_learner	0.35	40.0	200.0	2	0	0	True		False	50	chiseling
2463	KangSchaferRCT	4000	True	0.05	3203345569	Chiseling	0	random_forest_learner	0.35	40.0	200.0	2	0	0	True		False	50	chiseling
2464	KangSchaferRCT	4000	True	0.05	915277756	Chiseling	0	random_forest_learner	0.35	40.0	200.0	2	0	0	True		False	50	chiseling
2465	KangSchaferRCT	4000	True	0.05	860535970	Chiseling	0	random_forest_learner	0.35	40.0	200.0	2	0	0	True		False	50	chiseling
2466	KangSchaferRCT	4000	True	0.05	133719871	Chiseling	0	random_forest_learner	0.35	40.0	200.0	2	0	0	True		False	50	chiseling
2467	KangSchaferRCT	4000	True	0.05	3728559088	Chiseling	0	random_forest_learner	0.35	40.0	200.0	2	0	0	True		False	50	chiseling
2468	KangSchaferRCT	4000	True	0.05	2798887704	Chiseling	0	random_forest_learner	0.35	40.0	200.0	2	0	0	True		False	50	chiseling
2469	KangSchaferRCT	4000	True	0.05	3070575383	Chiseling	0	random_forest_learner	0.35	40.0	200.0	2	0	0	True		False	50	chiseling
2470	KangSchaferRCT	4000	True	0.05	1582808587	Chiseling	0	random_forest_learner	0.35	40.0	200.0	2	0	0	True		False	50	chiseling
2471	KangSchaferRCT	4000	True	0.05	2416994065	Chiseling	0	random_forest_learner	0.35	40.0	200.0	2	0	0	True		False	50	chiseling
2472	KangSchaferRCT	4000	True	0.05	3712390414	Chiseling	0	random_forest_learner	0.35	40.0	200.0	2	0	0	True		False	50	chiseling
2473	KangSchaferRCT	4000	True	0.05	2025216491	Chiseling	0	random_forest_learner	0.35	40.0	200.0	2	0	0	True		False	50	chiseling
2474	KangSchaferRCT	4000	True	0.05	2032421071	Chiseling	0	random_forest_learner	0.35	40.0	200.0	2	0	0	True		False	50	chiseling
2475	KangSchaferRCT	4000	True	0.05	2333167130	Chiseling	0	random_forest_learner	0.35	40.0	200.0	2	0	0	True		False	50	chiseling
2476	KangSchaferRCT	4000	True	0.05	4158359111	Chiseling	0	random_forest_learner	0.35	40.0	200.0	2	0	0	True		False	50	chiseling
2477	KangSchaferRCT	4000	True	0.05	683955259	Chiseling	0	random_forest_learner	0.35	40.0	200.0	2	0	0	True		False	50	chiseling
2478	KangSchaferRCT	4000	True	0.05	796826029	Chiseling	0	random_forest_learner	0.35	40.0	200.0	2	0	0	True		False	50	chiseling
2479	KangSchaferRCT	4000	True	0.05	874890200	Chiseling	0	random_forest_learner	0.35	40.0	200.0	2	0	0	True		False	50	chiseling
2480	KangSchaferRCT	4000	True	0.05	3730708112	Chiseling	0	random_forest_learner	0.35	40.0	200.0	2	0	0	True		False	50	chiseling
2481	KangSchaferRCT	4000	True	0.05	391548508	Chiseling	0	random_forest_learner	0.35	40.0	200.0	2	0	0	True		False	50	chiseling
2482	KangSchaferRCT	4000	True	0.05	3335458100	Chiseling	0	random_forest_learner	0.35	40.0	200.0	2	0	0	True		False	50	chiseling
2483	KangSchaferRCT	4000	True	0.05	659956231	Chiseling	0	random_forest_learner	0.35	40.0	200.0	2	0	0	True		False	50	chiseling
2484	KangSchaferRCT	4000	True	0.05	3311084110	Chiseling	0	random_forest_learner	0.35	40.0	200.0	2	0	0	True		False	50	chiseling
2485	KangSchaferRCT	4000	True	0.05	1948599322	Chiseling	0	random_forest_learner	0.35	40.0	200.0	2	0	0	True		False	50	chiseling
2486	KangSchaferRCT	4000	True	0.05	3628316333	Chiseling	0	random_forest_learner	0.35	40.0	200.0	2	0	0	True		False	50	chiseling
2487	KangSchaferRCT	4000	True	0.05	2277854769	Chiseling	0	random_forest_learner	0.35	40.0	200.0	2	0	0	True		False	50	chiseling
2488	KangSchaferRCT	4000	True	0.05	3268573171	Chiseling	0	random_forest_learner	0.35	40.0	200.0	2	0	0	True		False	50	chiseling
2489	KangSchaferRCT	4000	True	0.05	76716230	Chiseling	0	random_forest_learner	0.35	40.0	200.0	2	0	0	True		False	50	chiseling
2490	KangSchaferRCT	4000	True	0.05	2689595778	Chiseling	0	random_forest_learner	0.35	40.0	200.0	2	0	0	True		False	50	chiseling
2491	KangSchaferRCT	4000	True	0.05	3422220636	Chiseling	0	random_forest_learner	0.35	40.0	200.0	2	0	0	True		False	50	chiseling
2492	KangSchaferRCT	4000	True	0.05	563692479	Chiseling	0	random_forest_learner	0.35	40.0	200.0	2	0	0	True		False	50	chiseling
2493	KangSchaferRCT	4000	True	0.05	1263441835	Chiseling	0	random_forest_learner	0.35	40.0	200.0	2	0	0	True		False	50	chiseling
2494	KangSchaferRCT	4000	True	0.05	139698868	Chiseling	0	random_forest_learner	0.35	40.0	200.0	2	0	0	True		False	50	chiseling
2495	KangSchaferRCT	4000	True	0.05	3916305943	Chiseling	0	random_forest_learner	0.35	40.0	200.0	2	0	0	True		False	50	chiseling
2496	KangSchaferRCT	4000	True	0.05	3955011387	Chiseling	0	random_forest_learner	0.35	40.0	200.0	2	0	0	True		False	50	chiseling
2497	KangSchaferRCT	4000	True	0.05	4155429241	Chiseling	0	random_forest_learner	0.35	40.0	200.0	2	0	0	True		False	50	chiseling
2498	KangSchaferRCT	4000	True	0.05	2648492930	Chiseling	0	random_forest_learner	0.35	40.0	200.0	2	0	0	True		False	50	chiseling
2499	KangSchaferRCT	4000	True	0.05	796539795	Chiseling	0	random_forest_learner	0.35	40.0	200.0	2	0	0	True		False	50	chiseling
2500	KangSchaferRCT	4000	True	0.05	3421101613	Chiseling	0	random_forest_learner	0.4	40.0	200.0	2	0	0	True		False	50	chiseling
2501	KangSchaferRCT	4000	True	0.05	1984692750	Chiseling	0	random_forest_learner	0.4	40.0	200.0	2	0	0	True		False	50	chiseling
2502	KangSchaferRCT	4000	True	0.05	2068122776	Chiseling	0	random_forest_learner	0.4	40.0	200.0	2	0	0	True		False	50	chiseling
2503	KangSchaferRCT	4000	True	0.05	5290717	Chiseling	0	random_forest_learner	0.4	40.0	200.0	2	0	0	True		False	50	chiseling
2504	KangSchaferRCT	4000	True	0.05	503834829	Chiseling	0	random_forest_learner	0.4	40.0	200.0	2	0	0	True		False	50	chiseling
2505	KangSchaferRCT	4000	True	0.05	2569796038	Chiseling	0	random_forest_learner	0.4	40.0	200.0	2	0	0	True		False	50	chiseling
2506	KangSchaferRCT	4000	True	0.05	537668880	Chiseling	0	random_forest_learner	0.4	40.0	200.0	2	0	0	True		False	50	chiseling
2507	KangSchaferRCT	4000	True	0.05	2608361341	Chiseling	0	random_forest_learner	0.4	40.0	200.0	2	0	0	True		False	50	chiseling
2508	KangSchaferRCT	4000	True	0.05	2944480491	Chiseling	0	random_forest_learner	0.4	40.0	200.0	2	0	0	True		False	50	chiseling
2509	KangSchaferRCT	4000	True	0.05	1063176019	Chiseling	0	random_forest_learner	0.4	40.0	200.0	2	0	0	True		False	50	chiseling
2510	KangSchaferRCT	4000	True	0.05	1848149731	Chiseling	0	random_forest_learner	0.4	40.0	200.0	2	0	0	True		False	50	chiseling
2511	KangSchaferRCT	4000	True	0.05	2398364168	Chiseling	0	random_forest_learner	0.4	40.0	200.0	2	0	0	True		False	50	chiseling
2512	KangSchaferRCT	4000	True	0.05	861247141	Chiseling	0	random_forest_learner	0.4	40.0	200.0	2	0	0	True		False	50	chiseling
2513	KangSchaferRCT	4000	True	0.05	968687535	Chiseling	0	random_forest_learner	0.4	40.0	200.0	2	0	0	True		False	50	chiseling
2514	KangSchaferRCT	4000	True	0.05	2111382520	Chiseling	0	random_forest_learner	0.4	40.0	200.0	2	0	0	True		False	50	chiseling
2515	KangSchaferRCT	4000	True	0.05	690740155	Chiseling	0	random_forest_learner	0.4	40.0	200.0	2	0	0	True		False	50	chiseling
2516	KangSchaferRCT	4000	True	0.05	275775294	Chiseling	0	random_forest_learner	0.4	40.0	200.0	2	0	0	True		False	50	chiseling
2517	KangSchaferRCT	4000	True	0.05	2798254805	Chiseling	0	random_forest_learner	0.4	40.0	200.0	2	0	0	True		False	50	chiseling
2518	KangSchaferRCT	4000	True	0.05	2499548149	Chiseling	0	random_forest_learner	0.4	40.0	200.0	2	0	0	True		False	50	chiseling
2519	KangSchaferRCT	4000	True	0.05	1399839220	Chiseling	0	random_forest_learner	0.4	40.0	200.0	2	0	0	True		False	50	chiseling
2520	KangSchaferRCT	4000	True	0.05	1155317876	Chiseling	0	random_forest_learner	0.4	40.0	200.0	2	0	0	True		False	50	chiseling
2521	KangSchaferRCT	4000	True	0.05	2535164289	Chiseling	0	random_forest_learner	0.4	40.0	200.0	2	0	0	True		False	50	chiseling
2522	KangSchaferRCT	4000	True	0.05	3425490263	Chiseling	0	random_forest_learner	0.4	40.0	200.0	2	0	0	True		False	50	chiseling
2523	KangSchaferRCT	4000	True	0.05	1860780615	Chiseling	0	random_forest_learner	0.4	40.0	200.0	2	0	0	True		False	50	chiseling
2524	KangSchaferRCT	4000	True	0.05	1332994442	Chiseling	0	random_forest_learner	0.4	40.0	200.0	2	0	0	True		False	50	chiseling
2525	KangSchaferRCT	4000	True	0.05	4227757119	Chiseling	0	random_forest_learner	0.4	40.0	200.0	2	0	0	True		False	50	chiseling
2526	KangSchaferRCT	4000	True	0.05	1955155660	Chiseling	0	random_forest_learner	0.4	40.0	200.0	2	0	0	True		False	50	chiseling
2527	KangSchaferRCT	4000	True	0.05	642443984	Chiseling	0	random_forest_learner	0.4	40.0	200.0	2	0	0	True		False	50	chiseling
2528	KangSchaferRCT	4000	True	0.05	49909831	Chiseling	0	random_forest_learner	0.4	40.0	200.0	2	0	0	True		False	50	chiseling
2529	KangSchaferRCT	4000	True	0.05	1995435796	Chiseling	0	random_forest_learner	0.4	40.0	200.0	2	0	0	True		False	50	chiseling
2530	KangSchaferRCT	4000	True	0.05	311157009	Chiseling	0	random_forest_learner	0.4	40.0	200.0	2	0	0	True		False	50	chiseling
2531	KangSchaferRCT	4000	True	0.05	2922538973	Chiseling	0	random_forest_learner	0.4	40.0	200.0	2	0	0	True		False	50	chiseling
2532	KangSchaferRCT	4000	True	0.05	1685747007	Chiseling	0	random_forest_learner	0.4	40.0	200.0	2	0	0	True		False	50	chiseling
2533	KangSchaferRCT	4000	True	0.05	1698853201	Chiseling	0	random_forest_learner	0.4	40.0	200.0	2	0	0	True		False	50	chiseling
2534	KangSchaferRCT	4000	True	0.05	2061321581	Chiseling	0	random_forest_learner	0.4	40.0	200.0	2	0	0	True		False	50	chiseling
2535	KangSchaferRCT	4000	True	0.05	4186303982	Chiseling	0	random_forest_learner	0.4	40.0	200.0	2	0	0	True		False	50	chiseling
2536	KangSchaferRCT	4000	True	0.05	2577068638	Chiseling	0	random_forest_learner	0.4	40.0	200.0	2	0	0	True		False	50	chiseling
2537	KangSchaferRCT	4000	True	0.05	3100483749	Chiseling	0	random_forest_learner	0.4	40.0	200.0	2	0	0	True		False	50	chiseling
2538	KangSchaferRCT	4000	True	0.05	1252681247	Chiseling	0	random_forest_learner	0.4	40.0	200.0	2	0	0	True		False	50	chiseling
2539	KangSchaferRCT	4000	True	0.05	2821724170	Chiseling	0	random_forest_learner	0.4	40.0	200.0	2	0	0	True		False	50	chiseling
2540	KangSchaferRCT	4000	True	0.05	2984924460	Chiseling	0	random_forest_learner	0.4	40.0	200.0	2	0	0	True		False	50	chiseling
2541	KangSchaferRCT	4000	True	0.05	3251544792	Chiseling	0	random_forest_learner	0.4	40.0	200.0	2	0	0	True		False	50	chiseling
2542	KangSchaferRCT	4000	True	0.05	3694197536	Chiseling	0	random_forest_learner	0.4	40.0	200.0	2	0	0	True		False	50	chiseling
2543	KangSchaferRCT	4000	True	0.05	4091594747	Chiseling	0	random_forest_learner	0.4	40.0	200.0	2	0	0	True		False	50	chiseling
2544	KangSchaferRCT	4000	True	0.05	3349434469	Chiseling	0	random_forest_learner	0.4	40.0	200.0	2	0	0	True		False	50	chiseling
2545	KangSchaferRCT	4000	True	0.05	3899051432	Chiseling	0	random_forest_learner	0.4	40.0	200.0	2	0	0	True		False	50	chiseling
2546	KangSchaferRCT	4000	True	0.05	170161543	Chiseling	0	random_forest_learner	0.4	40.0	200.0	2	0	0	True		False	50	chiseling
2547	KangSchaferRCT	4000	True	0.05	3110781706	Chiseling	0	random_forest_learner	0.4	40.0	200.0	2	0	0	True		False	50	chiseling
2548	KangSchaferRCT	4000	True	0.05	2063761621	Chiseling	0	random_forest_learner	0.4	40.0	200.0	2	0	0	True		False	50	chiseling
2549	KangSchaferRCT	4000	True	0.05	3217624754	Chiseling	0	random_forest_learner	0.4	40.0	200.0	2	0	0	True		False	50	chiseling
2550	KangSchaferRCT	4000	True	0.05	450671703	Chiseling	0	random_forest_learner	0.45	40.0	200.0	2	0	0	True		False	50	chiseling
2551	KangSchaferRCT	4000	True	0.05	626730536	Chiseling	0	random_forest_learner	0.45	40.0	200.0	2	0	0	True		False	50	chiseling
2552	KangSchaferRCT	4000	True	0.05	1039575440	Chiseling	0	random_forest_learner	0.45	40.0	200.0	2	0	0	True		False	50	chiseling
2553	KangSchaferRCT	4000	True	0.05	441489995	Chiseling	0	random_forest_learner	0.45	40.0	200.0	2	0	0	True		False	50	chiseling
2554	KangSchaferRCT	4000	True	0.05	4237683576	Chiseling	0	random_forest_learner	0.45	40.0	200.0	2	0	0	True		False	50	chiseling
2555	KangSchaferRCT	4000	True	0.05	2452016173	Chiseling	0	random_forest_learner	0.45	40.0	200.0	2	0	0	True		False	50	chiseling
2556	KangSchaferRCT	4000	True	0.05	612013727	Chiseling	0	random_forest_learner	0.45	40.0	200.0	2	0	0	True		False	50	chiseling
2557	KangSchaferRCT	4000	True	0.05	78888398	Chiseling	0	random_forest_learner	0.45	40.0	200.0	2	0	0	True		False	50	chiseling
2558	KangSchaferRCT	4000	True	0.05	2142708303	Chiseling	0	random_forest_learner	0.45	40.0	200.0	2	0	0	True		False	50	chiseling
2559	KangSchaferRCT	4000	True	0.05	2071704885	Chiseling	0	random_forest_learner	0.45	40.0	200.0	2	0	0	True		False	50	chiseling
2560	KangSchaferRCT	4000	True	0.05	2654958677	Chiseling	0	random_forest_learner	0.45	40.0	200.0	2	0	0	True		False	50	chiseling
2561	KangSchaferRCT	4000	True	0.05	903444571	Chiseling	0	random_forest_learner	0.45	40.0	200.0	2	0	0	True		False	50	chiseling
2562	KangSchaferRCT	4000	True	0.05	3017064083	Chiseling	0	random_forest_learner	0.45	40.0	200.0	2	0	0	True		False	50	chiseling
2563	KangSchaferRCT	4000	True	0.05	1486129824	Chiseling	0	random_forest_learner	0.45	40.0	200.0	2	0	0	True		False	50	chiseling
2564	KangSchaferRCT	4000	True	0.05	2403672777	Chiseling	0	random_forest_learner	0.45	40.0	200.0	2	0	0	True		False	50	chiseling
2565	KangSchaferRCT	4000	True	0.05	3332055975	Chiseling	0	random_forest_learner	0.45	40.0	200.0	2	0	0	True		False	50	chiseling
2566	KangSchaferRCT	4000	True	0.05	41965471	Chiseling	0	random_forest_learner	0.45	40.0	200.0	2	0	0	True		False	50	chiseling
2567	KangSchaferRCT	4000	True	0.05	4042584305	Chiseling	0	random_forest_learner	0.45	40.0	200.0	2	0	0	True		False	50	chiseling
2568	KangSchaferRCT	4000	True	0.05	1402140667	Chiseling	0	random_forest_learner	0.45	40.0	200.0	2	0	0	True		False	50	chiseling
2569	KangSchaferRCT	4000	True	0.05	311025504	Chiseling	0	random_forest_learner	0.45	40.0	200.0	2	0	0	True		False	50	chiseling
2570	KangSchaferRCT	4000	True	0.05	2223554561	Chiseling	0	random_forest_learner	0.45	40.0	200.0	2	0	0	True		False	50	chiseling
2571	KangSchaferRCT	4000	True	0.05	2294552800	Chiseling	0	random_forest_learner	0.45	40.0	200.0	2	0	0	True		False	50	chiseling
2572	KangSchaferRCT	4000	True	0.05	377383712	Chiseling	0	random_forest_learner	0.45	40.0	200.0	2	0	0	True		False	50	chiseling
2573	KangSchaferRCT	4000	True	0.05	3790452456	Chiseling	0	random_forest_learner	0.45	40.0	200.0	2	0	0	True		False	50	chiseling
2574	KangSchaferRCT	4000	True	0.05	1505931212	Chiseling	0	random_forest_learner	0.45	40.0	200.0	2	0	0	True		False	50	chiseling
2575	KangSchaferRCT	4000	True	0.05	354371485	Chiseling	0	random_forest_learner	0.45	40.0	200.0	2	0	0	True		False	50	chiseling
2576	KangSchaferRCT	4000	True	0.05	142606240	Chiseling	0	random_forest_learner	0.45	40.0	200.0	2	0	0	True		False	50	chiseling
2577	KangSchaferRCT	4000	True	0.05	3541260876	Chiseling	0	random_forest_learner	0.45	40.0	200.0	2	0	0	True		False	50	chiseling
2578	KangSchaferRCT	4000	True	0.05	337492083	Chiseling	0	random_forest_learner	0.45	40.0	200.0	2	0	0	True		False	50	chiseling
2579	KangSchaferRCT	4000	True	0.05	1536745113	Chiseling	0	random_forest_learner	0.45	40.0	200.0	2	0	0	True		False	50	chiseling
2580	KangSchaferRCT	4000	True	0.05	1704772501	Chiseling	0	random_forest_learner	0.45	40.0	200.0	2	0	0	True		False	50	chiseling
2581	KangSchaferRCT	4000	True	0.05	1383386214	Chiseling	0	random_forest_learner	0.45	40.0	200.0	2	0	0	True		False	50	chiseling
2582	KangSchaferRCT	4000	True	0.05	570009793	Chiseling	0	random_forest_learner	0.45	40.0	200.0	2	0	0	True		False	50	chiseling
2583	KangSchaferRCT	4000	True	0.05	4198186149	Chiseling	0	random_forest_learner	0.45	40.0	200.0	2	0	0	True		False	50	chiseling
2584	KangSchaferRCT	4000	True	0.05	2437569382	Chiseling	0	random_forest_learner	0.45	40.0	200.0	2	0	0	True		False	50	chiseling
2585	KangSchaferRCT	4000	True	0.05	862683225	Chiseling	0	random_forest_learner	0.45	40.0	200.0	2	0	0	True		False	50	chiseling
2586	KangSchaferRCT	4000	True	0.05	2961229485	Chiseling	0	random_forest_learner	0.45	40.0	200.0	2	0	0	True		False	50	chiseling
2587	KangSchaferRCT	4000	True	0.05	2977245305	Chiseling	0	random_forest_learner	0.45	40.0	200.0	2	0	0	True		False	50	chiseling
2588	KangSchaferRCT	4000	True	0.05	3438493681	Chiseling	0	random_forest_learner	0.45	40.0	200.0	2	0	0	True		False	50	chiseling
2589	KangSchaferRCT	4000	True	0.05	3528061070	Chiseling	0	random_forest_learner	0.45	40.0	200.0	2	0	0	True		False	50	chiseling
2590	KangSchaferRCT	4000	True	0.05	859638753	Chiseling	0	random_forest_learner	0.45	40.0	200.0	2	0	0	True		False	50	chiseling
2591	KangSchaferRCT	4000	True	0.05	176881769	Chiseling	0	random_forest_learner	0.45	40.0	200.0	2	0	0	True		False	50	chiseling
2592	KangSchaferRCT	4000	True	0.05	719332214	Chiseling	0	random_forest_learner	0.45	40.0	200.0	2	0	0	True		False	50	chiseling
2593	KangSchaferRCT	4000	True	0.05	2879283627	Chiseling	0	random_forest_learner	0.45	40.0	200.0	2	0	0	True		False	50	chiseling
2594	KangSchaferRCT	4000	True	0.05	449115440	Chiseling	0	random_forest_learner	0.45	40.0	200.0	2	0	0	True		False	50	chiseling
2595	KangSchaferRCT	4000	True	0.05	4086876007	Chiseling	0	random_forest_learner	0.45	40.0	200.0	2	0	0	True		False	50	chiseling
2596	KangSchaferRCT	4000	True	0.05	2733447114	Chiseling	0	random_forest_learner	0.45	40.0	200.0	2	0	0	True		False	50	chiseling
2597	KangSchaferRCT	4000	True	0.05	533520700	Chiseling	0	random_forest_learner	0.45	40.0	200.0	2	0	0	True		False	50	chiseling
2598	KangSchaferRCT	4000	True	0.05	3034290114	Chiseling	0	random_forest_learner	0.45	40.0	200.0	2	0	0	True		False	50	chiseling
2599	KangSchaferRCT	4000	True	0.05	3849241210	Chiseling	0	random_forest_learner	0.45	40.0	200.0	2	0	0	True		False	50	chiseling
2600	KangSchaferRCT	4000	True	0.05	135661445	Chiseling	0	random_forest_learner	0.5	40.0	200.0	2	0	0	True		False	50	chiseling
2601	KangSchaferRCT	4000	True	0.05	2554546184	Chiseling	0	random_forest_learner	0.5	40.0	200.0	2	0	0	True		False	50	chiseling
2602	KangSchaferRCT	4000	True	0.05	4021000965	Chiseling	0	random_forest_learner	0.5	40.0	200.0	2	0	0	True		False	50	chiseling
2603	KangSchaferRCT	4000	True	0.05	2648296520	Chiseling	0	random_forest_learner	0.5	40.0	200.0	2	0	0	True		False	50	chiseling
2604	KangSchaferRCT	4000	True	0.05	223214950	Chiseling	0	random_forest_learner	0.5	40.0	200.0	2	0	0	True		False	50	chiseling
2605	KangSchaferRCT	4000	True	0.05	2632575198	Chiseling	0	random_forest_learner	0.5	40.0	200.0	2	0	0	True		False	50	chiseling
2606	KangSchaferRCT	4000	True	0.05	2324850079	Chiseling	0	random_forest_learner	0.5	40.0	200.0	2	0	0	True		False	50	chiseling
2607	KangSchaferRCT	4000	True	0.05	1283490344	Chiseling	0	random_forest_learner	0.5	40.0	200.0	2	0	0	True		False	50	chiseling
2608	KangSchaferRCT	4000	True	0.05	3045391729	Chiseling	0	random_forest_learner	0.5	40.0	200.0	2	0	0	True		False	50	chiseling
2609	KangSchaferRCT	4000	True	0.05	4016661195	Chiseling	0	random_forest_learner	0.5	40.0	200.0	2	0	0	True		False	50	chiseling
2610	KangSchaferRCT	4000	True	0.05	3740783879	Chiseling	0	random_forest_learner	0.5	40.0	200.0	2	0	0	True		False	50	chiseling
2611	KangSchaferRCT	4000	True	0.05	4068839239	Chiseling	0	random_forest_learner	0.5	40.0	200.0	2	0	0	True		False	50	chiseling
2612	KangSchaferRCT	4000	True	0.05	3066980017	Chiseling	0	random_forest_learner	0.5	40.0	200.0	2	0	0	True		False	50	chiseling
2613	KangSchaferRCT	4000	True	0.05	2685663067	Chiseling	0	random_forest_learner	0.5	40.0	200.0	2	0	0	True		False	50	chiseling
2614	KangSchaferRCT	4000	True	0.05	3443395901	Chiseling	0	random_forest_learner	0.5	40.0	200.0	2	0	0	True		False	50	chiseling
2615	KangSchaferRCT	4000	True	0.05	3364774995	Chiseling	0	random_forest_learner	0.5	40.0	200.0	2	0	0	True		False	50	chiseling
2616	KangSchaferRCT	4000	True	0.05	1457927485	Chiseling	0	random_forest_learner	0.5	40.0	200.0	2	0	0	True		False	50	chiseling
2617	KangSchaferRCT	4000	True	0.05	2629628014	Chiseling	0	random_forest_learner	0.5	40.0	200.0	2	0	0	True		False	50	chiseling
2618	KangSchaferRCT	4000	True	0.05	3499647226	Chiseling	0	random_forest_learner	0.5	40.0	200.0	2	0	0	True		False	50	chiseling
2619	KangSchaferRCT	4000	True	0.05	2080475518	Chiseling	0	random_forest_learner	0.5	40.0	200.0	2	0	0	True		False	50	chiseling
2620	KangSchaferRCT	4000	True	0.05	344090630	Chiseling	0	random_forest_learner	0.5	40.0	200.0	2	0	0	True		False	50	chiseling
2621	KangSchaferRCT	4000	True	0.05	2838200778	Chiseling	0	random_forest_learner	0.5	40.0	200.0	2	0	0	True		False	50	chiseling
2622	KangSchaferRCT	4000	True	0.05	3843208275	Chiseling	0	random_forest_learner	0.5	40.0	200.0	2	0	0	True		False	50	chiseling
2623	KangSchaferRCT	4000	True	0.05	2375123151	Chiseling	0	random_forest_learner	0.5	40.0	200.0	2	0	0	True		False	50	chiseling
2624	KangSchaferRCT	4000	True	0.05	2351891331	Chiseling	0	random_forest_learner	0.5	40.0	200.0	2	0	0	True		False	50	chiseling
2625	KangSchaferRCT	4000	True	0.05	2566139269	Chiseling	0	random_forest_learner	0.5	40.0	200.0	2	0	0	True		False	50	chiseling
2626	KangSchaferRCT	4000	True	0.05	3510267193	Chiseling	0	random_forest_learner	0.5	40.0	200.0	2	0	0	True		False	50	chiseling
2627	KangSchaferRCT	4000	True	0.05	3366535189	Chiseling	0	random_forest_learner	0.5	40.0	200.0	2	0	0	True		False	50	chiseling
2628	KangSchaferRCT	4000	True	0.05	1942692249	Chiseling	0	random_forest_learner	0.5	40.0	200.0	2	0	0	True		False	50	chiseling
2629	KangSchaferRCT	4000	True	0.05	2065466238	Chiseling	0	random_forest_learner	0.5	40.0	200.0	2	0	0	True		False	50	chiseling
2630	KangSchaferRCT	4000	True	0.05	2764145154	Chiseling	0	random_forest_learner	0.5	40.0	200.0	2	0	0	True		False	50	chiseling
2631	KangSchaferRCT	4000	True	0.05	175037566	Chiseling	0	random_forest_learner	0.5	40.0	200.0	2	0	0	True		False	50	chiseling
2632	KangSchaferRCT	4000	True	0.05	2260882216	Chiseling	0	random_forest_learner	0.5	40.0	200.0	2	0	0	True		False	50	chiseling
2633	KangSchaferRCT	4000	True	0.05	704372411	Chiseling	0	random_forest_learner	0.5	40.0	200.0	2	0	0	True		False	50	chiseling
2634	KangSchaferRCT	4000	True	0.05	3142153065	Chiseling	0	random_forest_learner	0.5	40.0	200.0	2	0	0	True		False	50	chiseling
2635	KangSchaferRCT	4000	True	0.05	1883803661	Chiseling	0	random_forest_learner	0.5	40.0	200.0	2	0	0	True		False	50	chiseling
2636	KangSchaferRCT	4000	True	0.05	350598090	Chiseling	0	random_forest_learner	0.5	40.0	200.0	2	0	0	True		False	50	chiseling
2637	KangSchaferRCT	4000	True	0.05	3113106385	Chiseling	0	random_forest_learner	0.5	40.0	200.0	2	0	0	True		False	50	chiseling
2638	KangSchaferRCT	4000	True	0.05	259210229	Chiseling	0	random_forest_learner	0.5	40.0	200.0	2	0	0	True		False	50	chiseling
2639	KangSchaferRCT	4000	True	0.05	2548112395	Chiseling	0	random_forest_learner	0.5	40.0	200.0	2	0	0	True		False	50	chiseling
2640	KangSchaferRCT	4000	True	0.05	1061300310	Chiseling	0	random_forest_learner	0.5	40.0	200.0	2	0	0	True		False	50	chiseling
2641	KangSchaferRCT	4000	True	0.05	2792992267	Chiseling	0	random_forest_learner	0.5	40.0	200.0	2	0	0	True		False	50	chiseling
2642	KangSchaferRCT	4000	True	0.05	685239180	Chiseling	0	random_forest_learner	0.5	40.0	200.0	2	0	0	True		False	50	chiseling
2643	KangSchaferRCT	4000	True	0.05	2058487320	Chiseling	0	random_forest_learner	0.5	40.0	200.0	2	0	0	True		False	50	chiseling
2644	KangSchaferRCT	4000	True	0.05	3744281900	Chiseling	0	random_forest_learner	0.5	40.0	200.0	2	0	0	True		False	50	chiseling
2645	KangSchaferRCT	4000	True	0.05	2644591858	Chiseling	0	random_forest_learner	0.5	40.0	200.0	2	0	0	True		False	50	chiseling
2646	KangSchaferRCT	4000	True	0.05	941516921	Chiseling	0	random_forest_learner	0.5	40.0	200.0	2	0	0	True		False	50	chiseling
2647	KangSchaferRCT	4000	True	0.05	1413119122	Chiseling	0	random_forest_learner	0.5	40.0	200.0	2	0	0	True		False	50	chiseling
2648	KangSchaferRCT	4000	True	0.05	4191309366	Chiseling	0	random_forest_learner	0.5	40.0	200.0	2	0	0	True		False	50	chiseling
2649	KangSchaferRCT	4000	True	0.05	2019418861	Chiseling	0	random_forest_learner	0.5	40.0	200.0	2	0	0	True		False	50	chiseling
2650	KangSchaferRCT	4000	True	0.05	1446956387	Chiseling	0	random_forest_learner	0.55	40.0	200.0	2	0	0	True		False	50	chiseling
2651	KangSchaferRCT	4000	True	0.05	3196654252	Chiseling	0	random_forest_learner	0.55	40.0	200.0	2	0	0	True		False	50	chiseling
2652	KangSchaferRCT	4000	True	0.05	782190471	Chiseling	0	random_forest_learner	0.55	40.0	200.0	2	0	0	True		False	50	chiseling
