dgp	n	sigma	tau	alpha	test_thresh	learner	subgroup_size	strategy	bonf_strategy	n_burn_in	margin_width	train_ratio	n_min	reveal_batch_prop	refit_batch_prop	n_sims	task_id	random_seed
KangSchaferRCT	1500	125	0.0	0.05	0	ridgecv_learner	0.5	Chiseling		0.7	0.0		30	0.01	0.05	50	2761	2800848016
KangSchaferRCT	1500	125	0.0	0.05	0	ridgecv_learner	0.5	Chiseling		0.7	0.0		30	0.01	0.05	50	2762	1679682426
KangSchaferRCT	1500	125	0.0	0.05	0	ridgecv_learner	0.5	Chiseling		0.7	0.0		30	0.01	0.05	50	2763	1340665688
KangSchaferRCT	1500	125	0.0	0.05	0	ridgecv_learner	0.5	Chiseling		0.7	0.0		30	0.01	0.05	50	2764	4163594232
KangSchaferRCT	1500	125	0.0	0.05	0	ridgecv_learner	0.5	Chiseling		0.7	0.0		30	0.01	0.05	50	2765	1713889307
KangSchaferRCT	1500	125	0.0	0.05	0	ridgecv_learner	0.5	Chiseling		0.7	0.0		30	0.01	0.05	50	2766	1108674625
KangSchaferRCT	1500	125	0.0	0.05	0	ridgecv_learner	0.5	Chiseling		0.7	0.0		30	0.01	0.05	50	2767	3685022882
KangSchaferRCT	1500	125	0.0	0.05	0	ridgecv_learner	0.5	Chiseling		0.7	0.0		30	0.01	0.05	50	2768	2820662500
KangSchaferRCT	1500	125	0.0	0.05	0	ridgecv_learner	0.5	Chiseling		0.7	0.0		30	0.01	0.05	50	2769	38785284
KangSchaferRCT	1500	125	0.0	0.05	0	ridgecv_learner	0.5	Chiseling		0.7	0.0		30	0.01	0.05	50	2770	1396680702
KangSchaferRCT	1500	125	0.0	0.05	0	ridgecv_learner	0.5	Chiseling		0.7	0.0		30	0.01	0.05	50	2771	2527212992
KangSchaferRCT	1500	125	0.0	0.05	0	ridgecv_learner	0.5	Chiseling		0.7	0.0		30	0.01	0.05	50	2772	3322041767
KangSchaferRCT	1500	125	0.0	0.05	0	ridgecv_learner	0.5	Chiseling		0.7	0.0		30	0.01	0.05	50	2773	2571456971
KangSchaferRCT	1500	125	0.0	0.05	0	ridgecv_learner	0.5	Chiseling		0.7	0.0		30	0.01	0.05	50	2774	562098103
KangSchaferRCT	1500	125	0.0	0.05	0	ridgecv_learner	0.5	Chiseling		0.7	0.0		30	0.01	0.05	50	2775	1703640739
KangSchaferRCT	1500	125	0.0	0.05	0	ridgecv_learner	0.5	Chiseling		0.7	0.0		30	0.01	0.05	50	2776	4165349676
KangSchaferRCT	1500	125	0.0	0.05	0	ridgecv_learner	0.5	Chiseling		0.7	0.0		30	0.01	0.05	50	2777	1018026902
KangSchaferRCT	1500	125	0.0	0.05	0	ridgecv_learner	0.5	Chiseling		0.7	0.0		30	0.01	0.05	50	2778	1949011246
KangSchaferRCT	1500	125	0.0	0.05	0	ridgecv_learner	0.5	Chiseling		0.7	0.0		30	0.01	0.05	50	2779	1007917342
KangSchaferRCT	1500	125	0.0	0.05	0	ridgecv_learner	0.5	Chiseling		0.7	0.0		30	0.01	0.05	50	2780	1013829002
KangSchaferRCT	1500	125	0.0	0.05	0	ridgecv_learner	0.5	Chiseling		0.7	0.0		30	0.01	0.05	50	2781	3795504137
KangSchaferRCT	1500	125	0.0	0.05	0	ridgecv_learner	0.5	Chiseling		0.7	0.0		30	0.01	0.05	50	2782	315666114
KangSchaferRCT	1500	125	0.0	0.05	0	ridgecv_learner	0.5	Chiseling		0.7	0.0		30	0.01	0.05	50	2783	1898480245
KangSchaferRCT	1500	125	0.0	0.05	0	ridgecv_learner	0.5	Chiseling		0.7	0.0		30	0.01	0.05	50	2784	729104653
KangSchaferRCT	1500	125	0.0	0.05	0	ridgecv_learner	0.5	Chiseling		0.7	0.0		30	0.01	0.05	50	2785	1421158991
KangSchaferRCT	1500	125	0.0	0.05	0	ridgecv_learner	0.5	Chiseling		0.7	0.0		30	0.01	0.05	50	2786	2232412105
KangSchaferRCT	1500	125	0.0	0.05	0	ridgecv_learner	0.5	Chiseling		0.7	0.0		30	0.01	0.05	50	2787	1927485020
KangSchaferRCT	1500	125	0.0	0.05	0	ridgecv_learner	0.5	Chiseling		0.7	0.0		30	0.01	0.05	50	2788	1447417609
KangSchaferRCT	1500	125	0.0	0.05	0	ridgecv_learner	0.5	Chiseling		0.7	0.0		30	0.01	0.05	50	2789	2875009867
KangSchaferRCT	1500	125	0.0	0.05	0	ridgecv_learner	0.5	Chiseling		0.7	0.0		30	0.01	0.05	50	2790	3560026973
KangSchaferRCT	1500	125	0.0	0.05	0	ridgecv_learner	0.5	Chiseling		0.7	0.0		30	0.01	0.05	50	2791	626019688
KangSchaferRCT	1500	125	0.0	0.05	0	ridgecv_learner	0.5	Chiseling		0.7	0.0		30	0.01	0.05	50	2792	1850647808
KangSchaferRCT	1500	125	0.0	0.05	0	ridgecv_learner	0.5	Chiseling		0.7	0.0		30	0.01	0.05	50	2793	1930303620
KangSchaferRCT	1500	125	0.0	0.05	0	ridgecv_learner	0.5	Chiseling		0.7	0.0		30	0.01	0.05	50	2794	1068219667
KangSchaferRCT	1500	125	0.0	0.05	0	ridgecv_learner	0.5	Chiseling		0.7	0.0		30	0.01	0.05	50	2795	2524944135
KangSchaferRCT	1500	125	0.0	0.05	0	ridgecv_learner	0.5	Chiseling		0.7	0.0		30	0.01	0.05	50	2796	2650617514
KangSchaferRCT	1500	125	0.0	0.05	0	ridgecv_learner	0.5	Chiseling		0.7	0.0		30	0.01	0.05	50	2797	4074134475
KangSchaferRCT	1500	125	0.0	0.05	0	ridgecv_learner	0.5	Chiseling		0.7	0.0		30	0.01	0.05	50	2798	3035585024
KangSchaferRCT	1500	125	0.0	0.05	0	ridgecv_learner	0.5	Chiseling		0.7	0.0		30	0.01	0.05	50	2799	1084598584
KangSchaferRCT	1500	125	0.0	0.05	0	ridgecv_learner	0.5	Chiseling		0.7	1.0		30	0.01	0.05	50	2800	717439551
KangSchaferRCT	1500	125	0.0	0.05	0	ridgecv_learner	0.5	Chiseling		0.7	1.0		30	0.01	0.05	50	2801	1542970229
KangSchaferRCT	1500	125	0.0	0.05	0	ridgecv_learner	0.5	Chiseling		0.7	1.0		30	0.01	0.05	50	2802	719919059
KangSchaferRCT	1500	125	0.0	0.05	0	ridgecv_learner	0.5	Chiseling		0.7	1.0		30	0.01	0.05	50	2803	1629332763
KangSchaferRCT	1500	125	0.0	0.05	0	ridgecv_learner	0.5	Chiseling		0.7	1.0		30	0.01	0.05	50	2804	157502584
KangSchaferRCT	1500	125	0.0	0.05	0	ridgecv_learner	0.5	Chiseling		0.7	1.0		30	0.01	0.05	50	2805	2600766570
KangSchaferRCT	1500	125	0.0	0.05	0	ridgecv_learner	0.5	Chiseling		0.7	1.0		30	0.01	0.05	50	2806	3162822564
KangSchaferRCT	1500	125	0.0	0.05	0	ridgecv_learner	0.5	Chiseling		0.7	1.0		30	0.01	0.05	50	2807	1532152494
KangSchaferRCT	1500	125	0.0	0.05	0	ridgecv_learner	0.5	Chiseling		0.7	1.0		30	0.01	0.05	50	2808	2851018724
KangSchaferRCT	1500	125	0.0	0.05	0	ridgecv_learner	0.5	Chiseling		0.7	1.0		30	0.01	0.05	50	2809	2291416267
KangSchaferRCT	1500	125	0.0	0.05	0	ridgecv_learner	0.5	Chiseling		0.7	1.0		30	0.01	0.05	50	2810	2038524068
KangSchaferRCT	1500	125	0.0	0.05	0	ridgecv_learner	0.5	Chiseling		0.7	1.0		30	0.01	0.05	50	2811	3357763888
KangSchaferRCT	1500	125	0.0	0.05	0	ridgecv_learner	0.5	Chiseling		0.7	1.0		30	0.01	0.05	50	2812	3625684464
KangSchaferRCT	1500	125	0.0	0.05	0	ridgecv_learner	0.5	Chiseling		0.7	1.0		30	0.01	0.05	50	2813	3029608055
KangSchaferRCT	1500	125	0.0	0.05	0	ridgecv_learner	0.5	Chiseling		0.7	1.0		30	0.01	0.05	50	2814	3460326955
KangSchaferRCT	1500	125	0.0	0.05	0	ridgecv_learner	0.5	Chiseling		0.7	1.0		30	0.01	0.05	50	2815	1917138743
KangSchaferRCT	1500	125	0.0	0.05	0	ridgecv_learner	0.5	Chiseling		0.7	1.0		30	0.01	0.05	50	2816	2514077851
KangSchaferRCT	1500	125	0.0	0.05	0	ridgecv_learner	0.5	Chiseling		0.7	1.0		30	0.01	0.05	50	2817	3711780206
KangSchaferRCT	1500	125	0.0	0.05	0	ridgecv_learner	0.5	Chiseling		0.7	1.0		30	0.01	0.05	50	2818	3729196750
KangSchaferRCT	1500	125	0.0	0.05	0	ridgecv_learner	0.5	Chiseling		0.7	1.0		30	0.01	0.05	50	2819	2397194117
KangSchaferRCT	1500	125	0.0	0.05	0	ridgecv_learner	0.5	Chiseling		0.7	1.0		30	0.01	0.05	50	2820	884081259
KangSchaferRCT	1500	125	0.0	0.05	0	ridgecv_learner	0.5	Chiseling		0.7	1.0		30	0.01	0.05	50	2821	2318877946
KangSchaferRCT	1500	125	0.0	0.05	0	ridgecv_learner	0.5	Chiseling		0.7	1.0		30	0.01	0.05	50	2822	480691132
KangSchaferRCT	1500	125	0.0	0.05	0	ridgecv_learner	0.5	Chiseling		0.7	1.0		30	0.01	0.05	50	2823	146835347
KangSchaferRCT	1500	125	0.0	0.05	0	ridgecv_learner	0.5	Chiseling		0.7	1.0		30	0.01	0.05	50	2824	1158565745
KangSchaferRCT	1500	125	0.0	0.05	0	ridgecv_learner	0.5	Chiseling		0.7	1.0		30	0.01	0.05	50	2825	4237814093
KangSchaferRCT	1500	125	0.0	0.05	0	ridgecv_learner	0.5	Chiseling		0.7	1.0		30	0.01	0.05	50	2826	245186177
KangSchaferRCT	1500	125	0.0	0.05	0	ridgecv_learner	0.5	Chiseling		0.7	1.0		30	0.01	0.05	50	2827	528155592
KangSchaferRCT	1500	125	0.0	0.05	0	ridgecv_learner	0.5	Chiseling		0.7	1.0		30	0.01	0.05	50	2828	2281355774
KangSchaferRCT	1500	125	0.0	0.05	0	ridgecv_learner	0.5	Chiseling		0.7	1.0		30	0.01	0.05	50	2829	992699684
KangSchaferRCT	1500	125	0.0	0.05	0	ridgecv_learner	0.5	Chiseling		0.7	1.0		30	0.01	0.05	50	2830	4022690835
KangSchaferRCT	1500	125	0.0	0.05	0	ridgecv_learner	0.5	Chiseling		0.7	1.0		30	0.01	0.05	50	2831	222036249
KangSchaferRCT	1500	125	0.0	0.05	0	ridgecv_learner	0.5	Chiseling		0.7	1.0		30	0.01	0.05	50	2832	168979228
KangSchaferRCT	1500	125	0.0	0.05	0	ridgecv_learner	0.5	Chiseling		0.7	1.0		30	0.01	0.05	50	2833	2748791808
KangSchaferRCT	1500	125	0.0	0.05	0	ridgecv_learner	0.5	Chiseling		0.7	1.0		30	0.01	0.05	50	2834	524458102
KangSchaferRCT	1500	125	0.0	0.05	0	ridgecv_learner	0.5	Chiseling		0.7	1.0		30	0.01	0.05	50	2835	965084194
KangSchaferRCT	1500	125	0.0	0.05	0	ridgecv_learner	0.5	Chiseling		0.7	1.0		30	0.01	0.05	50	2836	1942180037
KangSchaferRCT	1500	125	0.0	0.05	0	ridgecv_learner	0.5	Chiseling		0.7	1.0		30	0.01	0.05	50	2837	773138916
KangSchaferRCT	1500	125	0.0	0.05	0	ridgecv_learner	0.5	Chiseling		0.7	1.0		30	0.01	0.05	50	2838	4010962676
KangSchaferRCT	1500	125	0.0	0.05	0	ridgecv_learner	0.5	Chiseling		0.7	1.0		30	0.01	0.05	50	2839	380343354
KangSchaferRCT	1500	125	0.0	0.05	0	ridgecv_learner	0.5	Chiseling		0.7	1.0		30	0.01	0.05	50	2840	1357880132
KangSchaferRCT	1500	125	0.0	0.05	0	ridgecv_learner	0.5	Chiseling		0.7	1.0		30	0.01	0.05	50	2841	443708576
KangSchaferRCT	1500	125	0.0	0.05	0	ridgecv_learner	0.5	Chiseling		0.7	1.0		30	0.01	0.05	50	2842	2178556912
KangSchaferRCT	1500	125	0.0	0.05	0	ridgecv_learner	0.5	Chiseling		0.7	1.0		30	0.01	0.05	50	2843	2511141554
KangSchaferRCT	1500	125	0.0	0.05	0	ridgecv_learner	0.5	Chiseling		0.7	1.0		30	0.01	0.05	50	2844	178554061
KangSchaferRCT	1500	125	0.0	0.05	0	ridgecv_learner	0.5	Chiseling		0.7	1.0		30	0.01	0.05	50	2845	2955830283
KangSchaferRCT	1500	125	0.0	0.05	0	ridgecv_learner	0.5	Chiseling		0.7	1.0		30	0.01	0.05	50	2846	637129193
KangSchaferRCT	1500	125	0.0	0.05	0	ridgecv_learner	0.5	Chiseling		0.7	1.0		30	0.01	0.05	50	2847	1706729747
KangSchaferRCT	1500	125	0.0	0.05	0	ridgecv_learner	0.5	Chiseling		0.7	1.0		30	0.01	0.05	50	2848	4237544116
KangSchaferRCT	1500	125	0.0	0.05	0	ridgecv_learner	0.5	Chiseling		0.7	1.0		30	0.01	0.05	50	2849	2061142257
KangSchaferRCT	1500	125	0.0	0.05	0	ridgecv_learner	0.5	Chiseling		0.8	0.0		30	0.01	0.05	50	2850	4145153239
KangSchaferRCT	1500	125	0.0	0.05	0	ridgecv_learner	0.5	Chiseling		0.8	0.0		30	0.01	0.05	50	2851	2946209018
KangSchaferRCT	1500	125	0.0	0.05	0	ridgecv_learner	0.5	Chiseling		0.8	0.0		30	0.01	0.05	50	2852	21217066
KangSchaferRCT	1500	125	0.0	0.05	0	ridgecv_learner	0.5	Chiseling		0.8	0.0		30	0.01	0.05	50	2853	74645629
KangSchaferRCT	1500	125	0.0	0.05	0	ridgecv_learner	0.5	Chiseling		0.8	0.0		30	0.01	0.05	50	2854	4088000481
KangSchaferRCT	1500	125	0.0	0.05	0	ridgecv_learner	0.5	Chiseling		0.8	0.0		30	0.01	0.05	50	2855	1387835608
KangSchaferRCT	1500	125	0.0	0.05	0	ridgecv_learner	0.5	Chiseling		0.8	0.0		30	0.01	0.05	50	2856	2744999217
KangSchaferRCT	1500	125	0.0	0.05	0	ridgecv_learner	0.5	Chiseling		0.8	0.0		30	0.01	0.05	50	2857	4179423004
KangSchaferRCT	1500	125	0.0	0.05	0	ridgecv_learner	0.5	Chiseling		0.8	0.0		30	0.01	0.05	50	2858	3727680696
KangSchaferRCT	1500	125	0.0	0.05	0	ridgecv_learner	0.5	Chiseling		0.8	0.0		30	0.01	0.05	50	2859	2491563046
KangSchaferRCT	1500	125	0.0	0.05	0	ridgecv_learner	0.5	Chiseling		0.8	0.0		30	0.01	0.05	50	2860	1953092830
KangSchaferRCT	1500	125	0.0	0.05	0	ridgecv_learner	0.5	Chiseling		0.8	0.0		30	0.01	0.05	50	2861	1091886263
KangSchaferRCT	1500	125	0.0	0.05	0	ridgecv_learner	0.5	Chiseling		0.8	0.0		30	0.01	0.05	50	2862	2214468078
KangSchaferRCT	1500	125	0.0	0.05	0	ridgecv_learner	0.5	Chiseling		0.8	0.0		30	0.01	0.05	50	2863	2240813482
KangSchaferRCT	1500	125	0.0	0.05	0	ridgecv_learner	0.5	Chiseling		0.8	0.0		30	0.01	0.05	50	2864	2099580081
KangSchaferRCT	1500	125	0.0	0.05	0	ridgecv_learner	0.5	Chiseling		0.8	0.0		30	0.01	0.05	50	2865	1471685526
KangSchaferRCT	1500	125	0.0	0.05	0	ridgecv_learner	0.5	Chiseling		0.8	0.0		30	0.01	0.05	50	2866	2864160171
KangSchaferRCT	1500	125	0.0	0.05	0	ridgecv_learner	0.5	Chiseling		0.8	0.0		30	0.01	0.05	50	2867	2285974821
KangSchaferRCT	1500	125	0.0	0.05	0	ridgecv_learner	0.5	Chiseling		0.8	0.0		30	0.01	0.05	50	2868	599797587
KangSchaferRCT	1500	125	0.0	0.05	0	ridgecv_learner	0.5	Chiseling		0.8	0.0		30	0.01	0.05	50	2869	540055702
KangSchaferRCT	1500	125	0.0	0.05	0	ridgecv_learner	0.5	Chiseling		0.8	0.0		30	0.01	0.05	50	2870	128735615
KangSchaferRCT	1500	125	0.0	0.05	0	ridgecv_learner	0.5	Chiseling		0.8	0.0		30	0.01	0.05	50	2871	570005117
KangSchaferRCT	1500	125	0.0	0.05	0	ridgecv_learner	0.5	Chiseling		0.8	0.0		30	0.01	0.05	50	2872	1322549036
KangSchaferRCT	1500	125	0.0	0.05	0	ridgecv_learner	0.5	Chiseling		0.8	0.0		30	0.01	0.05	50	2873	616509747
KangSchaferRCT	1500	125	0.0	0.05	0	ridgecv_learner	0.5	Chiseling		0.8	0.0		30	0.01	0.05	50	2874	3026580815
KangSchaferRCT	1500	125	0.0	0.05	0	ridgecv_learner	0.5	Chiseling		0.8	0.0		30	0.01	0.05	50	2875	4036495281
KangSchaferRCT	1500	125	0.0	0.05	0	ridgecv_learner	0.5	Chiseling		0.8	0.0		30	0.01	0.05	50	2876	866953961
KangSchaferRCT	1500	125	0.0	0.05	0	ridgecv_learner	0.5	Chiseling		0.8	0.0		30	0.01	0.05	50	2877	3147776891
KangSchaferRCT	1500	125	0.0	0.05	0	ridgecv_learner	0.5	Chiseling		0.8	0.0		30	0.01	0.05	50	2878	2892370294
KangSchaferRCT	1500	125	0.0	0.05	0	ridgecv_learner	0.5	Chiseling		0.8	0.0		30	0.01	0.05	50	2879	697424903
KangSchaferRCT	1500	125	0.0	0.05	0	ridgecv_learner	0.5	Chiseling		0.8	0.0		30	0.01	0.05	50	2880	4165740529
KangSchaferRCT	1500	125	0.0	0.05	0	ridgecv_learner	0.5	Chiseling		0.8	0.0		30	0.01	0.05	50	2881	808953172
KangSchaferRCT	1500	125	0.0	0.05	0	ridgecv_learner	0.5	Chiseling		0.8	0.0		30	0.01	0.05	50	2882	403300480
KangSchaferRCT	1500	125	0.0	0.05	0	ridgecv_learner	0.5	Chiseling		0.8	0.0		30	0.01	0.05	50	2883	3138888694
KangSchaferRCT	1500	125	0.0	0.05	0	ridgecv_learner	0.5	Chiseling		0.8	0.0		30	0.01	0.05	50	2884	2888804103
KangSchaferRCT	1500	125	0.0	0.05	0	ridgecv_learner	0.5	Chiseling		0.8	0.0		30	0.01	0.05	50	2885	670718620
KangSchaferRCT	1500	125	0.0	0.05	0	ridgecv_learner	0.5	Chiseling		0.8	0.0		30	0.01	0.05	50	2886	1905892703
KangSchaferRCT	1500	125	0.0	0.05	0	ridgecv_learner	0.5	Chiseling		0.8	0.0		30	0.01	0.05	50	2887	1007433061
KangSchaferRCT	1500	125	0.0	0.05	0	ridgecv_learner	0.5	Chiseling		0.8	0.0		30	0.01	0.05	50	2888	3728642564
KangSchaferRCT	1500	125	0.0	0.05	0	ridgecv_learner	0.5	Chiseling		0.8	0.0		30	0.01	0.05	50	2889	4137543150
KangSchaferRCT	1500	125	0.0	0.05	0	ridgecv_learner	0.5	Chiseling		0.8	0.0		30	0.01	0.05	50	2890	760852565
KangSchaferRCT	1500	125	0.0	0.05	0	ridgecv_learner	0.5	Chiseling		0.8	0.0		30	0.01	0.05	50	2891	1096533166
KangSchaferRCT	1500	125	0.0	0.05	0	ridgecv_learner	0.5	Chiseling		0.8	0.0		30	0.01	0.05	50	2892	2974805793
KangSchaferRCT	1500	125	0.0	0.05	0	ridgecv_learner	0.5	Chiseling		0.8	0.0		30	0.01	0.05	50	2893	2841689280
KangSchaferRCT	1500	125	0.0	0.05	0	ridgecv_learner	0.5	Chiseling		0.8	0.0		30	0.01	0.05	50	2894	3599677750
KangSchaferRCT	1500	125	0.0	0.05	0	ridgecv_learner	0.5	Chiseling		0.8	0.0		30	0.01	0.05	50	2895	4203189366
KangSchaferRCT	1500	125	0.0	0.05	0	ridgecv_learner	0.5	Chiseling		0.8	0.0		30	0.01	0.05	50	2896	4057087193
KangSchaferRCT	1500	125	0.0	0.05	0	ridgecv_learner	0.5	Chiseling		0.8	0.0		30	0.01	0.05	50	2897	1607592362
KangSchaferRCT	1500	125	0.0	0.05	0	ridgecv_learner	0.5	Chiseling		0.8	0.0		30	0.01	0.05	50	2898	2934527945
KangSchaferRCT	1500	125	0.0	0.05	0	ridgecv_learner	0.5	Chiseling		0.8	0.0		30	0.01	0.05	50	2899	75230621
KangSchaferRCT	1500	125	0.0	0.05	0	ridgecv_learner	0.5	Chiseling		0.8	1.0		30	0.01	0.05	50	2900	2135349361
KangSchaferRCT	1500	125	0.0	0.05	0	ridgecv_learner	0.5	Chiseling		0.8	1.0		30	0.01	0.05	50	2901	1048604625
KangSchaferRCT	1500	125	0.0	0.05	0	ridgecv_learner	0.5	Chiseling		0.8	1.0		30	0.01	0.05	50	2902	2653633680
KangSchaferRCT	1500	125	0.0	0.05	0	ridgecv_learner	0.5	Chiseling		0.8	1.0		30	0.01	0.05	50	2903	3568590361
KangSchaferRCT	1500	125	0.0	0.05	0	ridgecv_learner	0.5	Chiseling		0.8	1.0		30	0.01	0.05	50	2904	3731918471
KangSchaferRCT	1500	125	0.0	0.05	0	ridgecv_learner	0.5	Chiseling		0.8	1.0		30	0.01	0.05	50	2905	3713466670
KangSchaferRCT	1500	125	0.0	0.05	0	ridgecv_learner	0.5	Chiseling		0.8	1.0		30	0.01	0.05	50	2906	2450750183
KangSchaferRCT	1500	125	0.0	0.05	0	ridgecv_learner	0.5	Chiseling		0.8	1.0		30	0.01	0.05	50	2907	3300765552
KangSchaferRCT	1500	125	0.0	0.05	0	ridgecv_learner	0.5	Chiseling		0.8	1.0		30	0.01	0.05	50	2908	130511435
KangSchaferRCT	1500	125	0.0	0.05	0	ridgecv_learner	0.5	Chiseling		0.8	1.0		30	0.01	0.05	50	2909	485802970
KangSchaferRCT	1500	125	0.0	0.05	0	ridgecv_learner	0.5	Chiseling		0.8	1.0		30	0.01	0.05	50	2910	3998394183
KangSchaferRCT	1500	125	0.0	0.05	0	ridgecv_learner	0.5	Chiseling		0.8	1.0		30	0.01	0.05	50	2911	3416691032
KangSchaferRCT	1500	125	0.0	0.05	0	ridgecv_learner	0.5	Chiseling		0.8	1.0		30	0.01	0.05	50	2912	2961494829
KangSchaferRCT	1500	125	0.0	0.05	0	ridgecv_learner	0.5	Chiseling		0.8	1.0		30	0.01	0.05	50	2913	3945691075
KangSchaferRCT	1500	125	0.0	0.05	0	ridgecv_learner	0.5	Chiseling		0.8	1.0		30	0.01	0.05	50	2914	2905602848
KangSchaferRCT	1500	125	0.0	0.05	0	ridgecv_learner	0.5	Chiseling		0.8	1.0		30	0.01	0.05	50	2915	2579598336
KangSchaferRCT	1500	125	0.0	0.05	0	ridgecv_learner	0.5	Chiseling		0.8	1.0		30	0.01	0.05	50	2916	926317714
KangSchaferRCT	1500	125	0.0	0.05	0	ridgecv_learner	0.5	Chiseling		0.8	1.0		30	0.01	0.05	50	2917	4041028894
KangSchaferRCT	1500	125	0.0	0.05	0	ridgecv_learner	0.5	Chiseling		0.8	1.0		30	0.01	0.05	50	2918	2829891535
KangSchaferRCT	1500	125	0.0	0.05	0	ridgecv_learner	0.5	Chiseling		0.8	1.0		30	0.01	0.05	50	2919	3551245965
KangSchaferRCT	1500	125	0.0	0.05	0	ridgecv_learner	0.5	Chiseling		0.8	1.0		30	0.01	0.05	50	2920	1691634740
KangSchaferRCT	1500	125	0.0	0.05	0	ridgecv_learner	0.5	Chiseling		0.8	1.0		30	0.01	0.05	50	2921	2864620847
KangSchaferRCT	1500	125	0.0	0.05	0	ridgecv_learner	0.5	Chiseling		0.8	1.0		30	0.01	0.05	50	2922	2797024324
KangSchaferRCT	1500	125	0.0	0.05	0	ridgecv_learner	0.5	Chiseling		0.8	1.0		30	0.01	0.05	50	2923	2478991720
KangSchaferRCT	1500	125	0.0	0.05	0	ridgecv_learner	0.5	Chiseling		0.8	1.0		30	0.01	0.05	50	2924	457813593
KangSchaferRCT	1500	125	0.0	0.05	0	ridgecv_learner	0.5	Chiseling		0.8	1.0		30	0.01	0.05	50	2925	1497112509
KangSchaferRCT	1500	125	0.0	0.05	0	ridgecv_learner	0.5	Chiseling		0.8	1.0		30	0.01	0.05	50	2926	2825424091
KangSchaferRCT	1500	125	0.0	0.05	0	ridgecv_learner	0.5	Chiseling		0.8	1.0		30	0.01	0.05	50	2927	684134337
KangSchaferRCT	1500	125	0.0	0.05	0	ridgecv_learner	0.5	Chiseling		0.8	1.0		30	0.01	0.05	50	2928	4292449265
KangSchaferRCT	1500	125	0.0	0.05	0	ridgecv_learner	0.5	Chiseling		0.8	1.0		30	0.01	0.05	50	2929	2598257343
KangSchaferRCT	1500	125	0.0	0.05	0	ridgecv_learner	0.5	Chiseling		0.8	1.0		30	0.01	0.05	50	2930	207069125
KangSchaferRCT	1500	125	0.0	0.05	0	ridgecv_learner	0.5	Chiseling		0.8	1.0		30	0.01	0.05	50	2931	1366278718
KangSchaferRCT	1500	125	0.0	0.05	0	ridgecv_learner	0.5	Chiseling		0.8	1.0		30	0.01	0.05	50	2932	4196931144
KangSchaferRCT	1500	125	0.0	0.05	0	ridgecv_learner	0.5	Chiseling		0.8	1.0		30	0.01	0.05	50	2933	3721325728
KangSchaferRCT	1500	125	0.0	0.05	0	ridgecv_learner	0.5	Chiseling		0.8	1.0		30	0.01	0.05	50	2934	1747656360
KangSchaferRCT	1500	125	0.0	0.05	0	ridgecv_learner	0.5	Chiseling		0.8	1.0		30	0.01	0.05	50	2935	4266349656
KangSchaferRCT	1500	125	0.0	0.05	0	ridgecv_learner	0.5	Chiseling		0.8	1.0		30	0.01	0.05	50	2936	3739857583
KangSchaferRCT	1500	125	0.0	0.05	0	ridgecv_learner	0.5	Chiseling		0.8	1.0		30	0.01	0.05	50	2937	3231652620
KangSchaferRCT	1500	125	0.0	0.05	0	ridgecv_learner	0.5	Chiseling		0.8	1.0		30	0.01	0.05	50	2938	3360320072
KangSchaferRCT	1500	125	0.0	0.05	0	ridgecv_learner	0.5	Chiseling		0.8	1.0		30	0.01	0.05	50	2939	388615924
KangSchaferRCT	1500	125	0.0	0.05	0	ridgecv_learner	0.5	Chiseling		0.8	1.0		30	0.01	0.05	50	2940	2435316300
KangSchaferRCT	1500	125	0.0	0.05	0	ridgecv_learner	0.5	Chiseling		0.8	1.0		30	0.01	0.05	50	2941	1239895198
KangSchaferRCT	1500	125	0.0	0.05	0	ridgecv_learner	0.5	Chiseling		0.8	1.0		30	0.01	0.05	50	2942	3171615208
KangSchaferRCT	1500	125	0.0	0.05	0	ridgecv_learner	0.5	Chiseling		0.8	1.0		30	0.01	0.05	50	2943	468622282
KangSchaferRCT	1500	125	0.0	0.05	0	ridgecv_learner	0.5	Chiseling		0.8	1.0		30	0.01	0.05	50	2944	3773195587
KangSchaferRCT	1500	125	0.0	0.05	0	ridgecv_learner	0.5	Chiseling		0.8	1.0		30	0.01	0.05	50	2945	2793926241
KangSchaferRCT	1500	125	0.0	0.05	0	ridgecv_learner	0.5	Chiseling		0.8	1.0		30	0.01	0.05	50	2946	1735769468
KangSchaferRCT	1500	125	0.0	0.05	0	ridgecv_learner	0.5	Chiseling		0.8	1.0		30	0.01	0.05	50	2947	3286469733
KangSchaferRCT	1500	125	0.0	0.05	0	ridgecv_learner	0.5	Chiseling		0.8	1.0		30	0.01	0.05	50	2948	1404596717
KangSchaferRCT	1500	125	0.0	0.05	0	ridgecv_learner	0.5	Chiseling		0.8	1.0		30	0.01	0.05	50	2949	3975743107
KangSchaferRCT	1500	125	0.0	0.05	0	ridgecv_learner	0.5	Chiseling		0.9	0.0		30	0.01	0.05	50	2950	2867291749
KangSchaferRCT	1500	125	0.0	0.05	0	ridgecv_learner	0.5	Chiseling		0.9	0.0		30	0.01	0.05	50	2951	1881935890
KangSchaferRCT	1500	125	0.0	0.05	0	ridgecv_learner	0.5	Chiseling		0.9	0.0		30	0.01	0.05	50	2952	3469671877
KangSchaferRCT	1500	125	0.0	0.05	0	ridgecv_learner	0.5	Chiseling		0.9	0.0		30	0.01	0.05	50	2953	3871378913
