dgp	n	d	s	q	tau	tau0	alpha	test_thresh	learner	task_label	strategy	n_burn_in	margin_width	alpha_init	n_min	reveal_batch_prop	refit_batch_prop	n_sims	task_id	random_seed
NonNegRCT	1000	2	2	0.24210526315789474	0.41304347826086957	-0.041304347826086954	0.05	0	nonneg_rct_causal_random_forest_learner	smallneg	Chiseling	0.1	1.0	0.025	30	0.01	0.05	25	3019	2359716182
NonNegRCT	1000	2	2	0.24210526315789474	0.41304347826086957	-0.041304347826086954	0.05	0	nonneg_rct_causal_random_forest_learner	smallneg	Chiseling	0.1	1.0	0.025	30	0.01	0.05	25	3020	3491747141
NonNegRCT	1000	2	2	0.24210526315789474	0.41304347826086957	-0.041304347826086954	0.05	0	nonneg_rct_causal_random_forest_learner	smallneg	Chiseling	0.1	1.0	0.025	30	0.01	0.05	25	3021	3207806765
NonNegRCT	1000	2	2	0.24210526315789474	0.41304347826086957	-0.041304347826086954	0.05	0	nonneg_rct_causal_random_forest_learner	smallneg	Chiseling	0.1	1.0	0.025	30	0.01	0.05	25	3022	3084315121
NonNegRCT	1000	2	2	0.24210526315789474	0.41304347826086957	-0.041304347826086954	0.05	0	nonneg_rct_causal_random_forest_learner	smallneg	Chiseling	0.1	1.0	0.025	30	0.01	0.05	25	3023	3073010027
NonNegRCT	1000	2	2	0.24210526315789474	0.41304347826086957	-0.041304347826086954	0.05	0	nonneg_rct_causal_random_forest_learner	smallneg	Chiseling	0.1	1.0	0.025	30	0.01	0.05	25	3024	4103943034
NonNegRCT	1000	2	2	0.24210526315789474	0.41304347826086957	-0.041304347826086954	0.05	0	nonneg_rct_causal_random_forest_learner	smallneg	Chiseling	0.1	1.0	0.025	30	0.01	0.05	25	3025	2238683562
NonNegRCT	1000	2	2	0.24210526315789474	0.41304347826086957	-0.041304347826086954	0.05	0	nonneg_rct_causal_random_forest_learner	smallneg	Chiseling	0.1	1.0	0.025	30	0.01	0.05	25	3026	78308332
NonNegRCT	1000	2	2	0.24210526315789474	0.41304347826086957	-0.041304347826086954	0.05	0	nonneg_rct_causal_random_forest_learner	smallneg	Chiseling	0.1	1.0	0.025	30	0.01	0.05	25	3027	3532152852
NonNegRCT	1000	2	2	0.24210526315789474	0.41304347826086957	-0.041304347826086954	0.05	0	nonneg_rct_causal_random_forest_learner	smallneg	Chiseling	0.1	1.0	0.025	30	0.01	0.05	25	3028	840860054
NonNegRCT	1000	2	2	0.24210526315789474	0.41304347826086957	-0.041304347826086954	0.05	0	nonneg_rct_causal_random_forest_learner	smallneg	Chiseling	0.1	1.0	0.025	30	0.01	0.05	25	3029	1850538602
NonNegRCT	1000	2	2	0.24210526315789474	0.41304347826086957	-0.041304347826086954	0.05	0	nonneg_rct_causal_random_forest_learner	smallneg	Chiseling	0.1	1.0	0.025	30	0.01	0.05	25	3030	32482294
NonNegRCT	1000	2	2	0.24210526315789474	0.41304347826086957	-0.041304347826086954	0.05	0	nonneg_rct_causal_random_forest_learner	smallneg	Chiseling	0.1	1.0	0.025	30	0.01	0.05	25	3031	3851358543
NonNegRCT	1000	2	2	0.24210526315789474	0.41304347826086957	-0.041304347826086954	0.05	0	nonneg_rct_causal_random_forest_learner	smallneg	Chiseling	0.1	1.0	0.025	30	0.01	0.05	25	3032	2780882734
NonNegRCT	1000	2	2	0.24210526315789474	0.41304347826086957	-0.041304347826086954	0.05	0	nonneg_rct_causal_random_forest_learner	smallneg	Chiseling	0.1	1.0	0.025	30	0.01	0.05	25	3033	306146420
NonNegRCT	1000	2	2	0.24210526315789474	0.41304347826086957	-0.041304347826086954	0.05	0	nonneg_rct_causal_random_forest_learner	smallneg	Chiseling	0.1	1.0	0.025	30	0.01	0.05	25	3034	3857011835
NonNegRCT	1000	2	2	0.24210526315789474	0.41304347826086957	-0.041304347826086954	0.05	0	nonneg_rct_causal_random_forest_learner	smallneg	Chiseling	0.1	1.0	0.025	30	0.01	0.05	25	3035	4100233614
NonNegRCT	1000	2	2	0.24210526315789474	0.41304347826086957	-0.041304347826086954	0.05	0	nonneg_rct_causal_random_forest_learner	smallneg	Chiseling	0.1	1.0	0.025	30	0.01	0.05	25	3036	1045748504
NonNegRCT	1000	2	2	0.24210526315789474	0.41304347826086957	-0.041304347826086954	0.05	0	nonneg_rct_causal_random_forest_learner	smallneg	Chiseling	0.1	1.0	0.025	30	0.01	0.05	25	3037	2811885347
NonNegRCT	1000	2	2	0.24210526315789474	0.41304347826086957	-0.041304347826086954	0.05	0	nonneg_rct_causal_random_forest_learner	smallneg	Chiseling	0.1	1.0	0.025	30	0.01	0.05	25	3038	3981583050
NonNegRCT	1000	2	2	0.24210526315789474	0.41304347826086957	-0.041304347826086954	0.05	0	nonneg_rct_causal_random_forest_learner	smallneg	Chiseling	0.1	1.0	0.025	30	0.01	0.05	25	3039	1632407602
NonNegRCT	1000	2	2	0.24210526315789474	0.41304347826086957	-0.041304347826086954	0.05	0	nonneg_rct_causal_random_forest_learner	smallneg	Chiseling	0.1	1.0	0.025	30	0.01	0.05	25	3040	258846478
NonNegRCT	1000	2	2	0.24210526315789474	0.41304347826086957	-0.041304347826086954	0.05	0	nonneg_rct_causal_random_forest_learner	smallneg	Chiseling	0.1	1.0	0.025	30	0.01	0.05	25	3041	846770499
NonNegRCT	1000	2	2	0.24210526315789474	0.41304347826086957	-0.041304347826086954	0.05	0	nonneg_rct_causal_random_forest_learner	smallneg	Chiseling	0.1	1.0	0.025	30	0.01	0.05	25	3042	4013372180
NonNegRCT	1000	2	2	0.24210526315789474	0.41304347826086957	-0.041304347826086954	0.05	0	nonneg_rct_causal_random_forest_learner	smallneg	Chiseling	0.1	1.0	0.025	30	0.01	0.05	25	3043	2058076300
NonNegRCT	1000	2	2	0.24210526315789474	0.41304347826086957	-0.041304347826086954	0.05	0	nonneg_rct_causal_random_forest_learner	smallneg	Chiseling	0.1	1.0	0.025	30	0.01	0.05	25	3044	1510207957
NonNegRCT	1000	2	2	0.24210526315789474	0.41304347826086957	-0.041304347826086954	0.05	0	nonneg_rct_causal_random_forest_learner	smallneg	Chiseling	0.1	1.0	0.025	30	0.01	0.05	25	3045	835621650
NonNegRCT	1000	2	2	0.24210526315789474	0.41304347826086957	-0.041304347826086954	0.05	0	nonneg_rct_causal_random_forest_learner	smallneg	Chiseling	0.1	1.0	0.025	30	0.01	0.05	25	3046	435599137
NonNegRCT	1000	2	2	0.24210526315789474	0.41304347826086957	-0.041304347826086954	0.05	0	nonneg_rct_causal_random_forest_learner	smallneg	Chiseling	0.1	1.0	0.025	30	0.01	0.05	25	3047	714388813
NonNegRCT	1000	2	2	0.24210526315789474	0.41304347826086957	-0.041304347826086954	0.05	0	nonneg_rct_causal_random_forest_learner	smallneg	Chiseling	0.1	1.0	0.025	30	0.01	0.05	25	3048	2086803324
NonNegRCT	1000	2	2	0.24210526315789474	0.41304347826086957	-0.041304347826086954	0.05	0	nonneg_rct_causal_random_forest_learner	smallneg	Chiseling	0.1	1.0	0.025	30	0.01	0.05	25	3049	2651505603
NonNegRCT	1000	2	2	0.24210526315789474	0.41304347826086957	-0.041304347826086954	0.05	0	nonneg_rct_causal_random_forest_learner	smallneg	Chiseling	0.1	1.0	0.025	30	0.01	0.05	25	3050	1102846959
NonNegRCT	1000	2	2	0.24210526315789474	0.41304347826086957	-0.041304347826086954	0.05	0	nonneg_rct_causal_random_forest_learner	smallneg	Chiseling	0.1	1.0	0.025	30	0.01	0.05	25	3051	2246631796
NonNegRCT	1000	2	2	0.24210526315789474	0.41304347826086957	-0.041304347826086954	0.05	0	nonneg_rct_causal_random_forest_learner	smallneg	Chiseling	0.1	1.0	0.025	30	0.01	0.05	25	3052	1223519795
NonNegRCT	1000	2	2	0.24210526315789474	0.41304347826086957	-0.041304347826086954	0.05	0	nonneg_rct_causal_random_forest_learner	smallneg	Chiseling	0.1	1.0	0.025	30	0.01	0.05	25	3053	2878040557
NonNegRCT	1000	2	2	0.24210526315789474	0.41304347826086957	-0.041304347826086954	0.05	0	nonneg_rct_causal_random_forest_learner	smallneg	Chiseling	0.1	1.0	0.025	30	0.01	0.05	25	3054	1319800346
NonNegRCT	1000	2	2	0.24210526315789474	0.41304347826086957	-0.041304347826086954	0.05	0	nonneg_rct_causal_random_forest_learner	smallneg	Chiseling	0.1	1.0	0.025	30	0.01	0.05	25	3055	3992626844
NonNegRCT	1000	2	2	0.24210526315789474	0.41304347826086957	-0.041304347826086954	0.05	0	nonneg_rct_causal_random_forest_learner	smallneg	Chiseling	0.1	1.0	0.025	30	0.01	0.05	25	3056	3448969966
NonNegRCT	1000	2	2	0.24210526315789474	0.41304347826086957	-0.041304347826086954	0.05	0	nonneg_rct_causal_random_forest_learner	smallneg	Chiseling	0.1	1.0	0.025	30	0.01	0.05	25	3057	2286040219
NonNegRCT	1000	2	2	0.24210526315789474	0.41304347826086957	-0.041304347826086954	0.05	0	nonneg_rct_causal_random_forest_learner	smallneg	Chiseling	0.1	1.0	0.025	30	0.01	0.05	25	3058	2315680034
NonNegRCT	1000	2	2	0.24210526315789474	0.41304347826086957	-0.041304347826086954	0.05	0	nonneg_rct_causal_random_forest_learner	smallneg	Chiseling	0.1	1.0	0.025	30	0.01	0.05	25	3059	2495084167
NonNegRCT	1000	2	2	0.24210526315789474	0.41304347826086957	-0.041304347826086954	0.05	0	nonneg_rct_causal_random_forest_learner	smallneg	Chiseling	0.1	1.0	0.025	30	0.01	0.05	25	3060	1337056399
NonNegRCT	1000	2	2	0.24210526315789474	0.41304347826086957	-0.041304347826086954	0.05	0	nonneg_rct_causal_random_forest_learner	smallneg	Chiseling	0.1	1.0	0.025	30	0.01	0.05	25	3061	384942185
NonNegRCT	1000	2	2	0.24210526315789474	0.41304347826086957	-0.041304347826086954	0.05	0	nonneg_rct_causal_random_forest_learner	smallneg	Chiseling	0.1	1.0	0.025	30	0.01	0.05	25	3062	2621363619
NonNegRCT	1000	2	2	0.24210526315789474	0.41304347826086957	-0.041304347826086954	0.05	0	nonneg_rct_causal_random_forest_learner	smallneg	Chiseling	0.1	1.0	0.025	30	0.01	0.05	25	3063	3082222237
NonNegRCT	1000	2	2	0.24210526315789474	0.41304347826086957	-0.041304347826086954	0.05	0	nonneg_rct_causal_random_forest_learner	smallneg	Chiseling	0.1	1.0	0.025	30	0.01	0.05	25	3064	3075843729
NonNegRCT	1000	2	2	0.24210526315789474	0.41304347826086957	-0.041304347826086954	0.05	0	nonneg_rct_causal_random_forest_learner	smallneg	Chiseling	0.1	1.0	0.025	30	0.01	0.05	25	3065	1717579777
NonNegRCT	1000	2	2	0.24210526315789474	0.41304347826086957	-0.041304347826086954	0.05	0	nonneg_rct_causal_random_forest_learner	smallneg	Chiseling	0.1	1.0	0.025	30	0.01	0.05	25	3066	1170911152
NonNegRCT	1000	2	2	0.24210526315789474	0.41304347826086957	-0.041304347826086954	0.05	0	nonneg_rct_causal_random_forest_learner	smallneg	Chiseling	0.1	1.0	0.025	30	0.01	0.05	25	3067	4195002956
NonNegRCT	1000	2	2	0.24210526315789474	0.41304347826086957	-0.041304347826086954	0.05	0	nonneg_rct_causal_random_forest_learner	smallneg	Chiseling	0.1	1.0	0.025	30	0.01	0.05	25	3068	1776179843
NonNegRCT	1000	2	2	0.24210526315789474	0.41304347826086957	-0.041304347826086954	0.05	0	nonneg_rct_causal_random_forest_learner	smallneg	Chiseling	0.1	1.0	0.025	30	0.01	0.05	25	3069	3535505497
NonNegRCT	1000	2	2	0.24210526315789474	0.41304347826086957	-0.041304347826086954	0.05	0	nonneg_rct_causal_random_forest_learner	smallneg	Chiseling	0.1	1.0	0.025	30	0.01	0.05	25	3070	523496792
NonNegRCT	1000	2	2	0.24210526315789474	0.41304347826086957	-0.041304347826086954	0.05	0	nonneg_rct_causal_random_forest_learner	smallneg	Chiseling	0.1	1.0	0.025	30	0.01	0.05	25	3071	2244039005
NonNegRCT	1000	2	2	0.24210526315789474	0.41304347826086957	-0.041304347826086954	0.05	0	nonneg_rct_causal_random_forest_learner	smallneg	Chiseling	0.1	1.0	0.025	30	0.01	0.05	25	3072	778030538
NonNegRCT	1000	2	2	0.24210526315789474	0.41304347826086957	-0.041304347826086954	0.05	0	nonneg_rct_causal_random_forest_learner	smallneg	Chiseling	0.1	1.0	0.025	30	0.01	0.05	25	3073	529237254
NonNegRCT	1000	2	2	0.24210526315789474	0.41304347826086957	-0.041304347826086954	0.05	0	nonneg_rct_causal_random_forest_learner	smallneg	Chiseling	0.1	1.0	0.025	30	0.01	0.05	25	3074	2925378910
NonNegRCT	1000	2	2	0.24210526315789474	0.41304347826086957	-0.041304347826086954	0.05	0	nonneg_rct_causal_random_forest_learner	smallneg	Chiseling	0.1	1.0	0.025	30	0.01	0.05	25	3075	3691162731
NonNegRCT	1000	2	2	0.24210526315789474	0.41304347826086957	-0.041304347826086954	0.05	0	nonneg_rct_causal_random_forest_learner	smallneg	Chiseling	0.1	1.0	0.025	30	0.01	0.05	25	3076	779271753
NonNegRCT	1000	2	2	0.24210526315789474	0.41304347826086957	-0.041304347826086954	0.05	0	nonneg_rct_causal_random_forest_learner	smallneg	Chiseling	0.1	1.0	0.025	30	0.01	0.05	25	3077	3435033638
NonNegRCT	1000	2	2	0.24210526315789474	0.41304347826086957	-0.041304347826086954	0.05	0	nonneg_rct_causal_random_forest_learner	smallneg	Chiseling	0.1	1.0	0.025	30	0.01	0.05	25	3078	2255559564
NonNegRCT	1000	2	2	0.24210526315789474	0.41304347826086957	-0.041304347826086954	0.05	0	nonneg_rct_causal_random_forest_learner	smallneg	Chiseling	0.1	1.0	0.025	30	0.01	0.05	25	3079	792787102
NonNegRCT	1000	2	2	0.24210526315789474	0.41304347826086957	-0.041304347826086954	0.05	0	nonneg_rct_causal_random_forest_learner	smallneg	Chiseling	0.1	1.0	0.025	30	0.01	0.05	25	3080	3045330502
NonNegRCT	1000	2	2	0.24210526315789474	0.41304347826086957	-0.041304347826086954	0.05	0	nonneg_rct_causal_random_forest_learner	smallneg	Chiseling	0.1	1.0	0.025	30	0.01	0.05	25	3081	1268210622
NonNegRCT	1000	2	2	0.24210526315789474	0.41304347826086957	-0.041304347826086954	0.05	0	nonneg_rct_causal_random_forest_learner	smallneg	Chiseling	0.1	1.0	0.025	30	0.01	0.05	25	3082	459032887
NonNegRCT	1000	2	2	0.24210526315789474	0.41304347826086957	-0.041304347826086954	0.05	0	nonneg_rct_causal_random_forest_learner	smallneg	Chiseling	0.1	1.0	0.025	30	0.01	0.05	25	3083	3407658224
NonNegRCT	1000	2	2	0.24210526315789474	0.41304347826086957	-0.041304347826086954	0.05	0	nonneg_rct_causal_random_forest_learner	smallneg	Chiseling	0.1	1.0	0.025	30	0.01	0.05	25	3084	2436587433
NonNegRCT	1000	2	2	0.24210526315789474	0.41304347826086957	-0.041304347826086954	0.05	0	nonneg_rct_causal_random_forest_learner	smallneg	Chiseling	0.1	1.0	0.025	30	0.01	0.05	25	3085	795550140
NonNegRCT	1000	2	2	0.24210526315789474	0.41304347826086957	-0.041304347826086954	0.05	0	nonneg_rct_causal_random_forest_learner	smallneg	Chiseling	0.1	1.0	0.025	30	0.01	0.05	25	3086	1101928745
NonNegRCT	1000	2	2	0.24210526315789474	0.41304347826086957	-0.041304347826086954	0.05	0	nonneg_rct_causal_random_forest_learner	smallneg	Chiseling	0.1	1.0	0.025	30	0.01	0.05	25	3087	3941716919
NonNegRCT	1000	2	2	0.24210526315789474	0.41304347826086957	-0.041304347826086954	0.05	0	nonneg_rct_causal_random_forest_learner	smallneg	Chiseling	0.1	1.0	0.025	30	0.01	0.05	25	3088	4135739427
NonNegRCT	1000	2	2	0.24210526315789474	0.41304347826086957	-0.041304347826086954	0.05	0	nonneg_rct_causal_random_forest_learner	smallneg	Chiseling	0.1	1.0	0.025	30	0.01	0.05	25	3089	1823331411
NonNegRCT	1000	2	2	0.24210526315789474	0.41304347826086957	-0.041304347826086954	0.05	0	nonneg_rct_causal_random_forest_learner	smallneg	TTestStrategy				30	0.01	0.05	250	3090	2076812739
NonNegRCT	1000	2	2	0.24210526315789474	0.41304347826086957	-0.041304347826086954	0.05	0	nonneg_rct_causal_random_forest_learner	smallneg	TTestStrategy				30	0.01	0.05	250	3091	373829493
NonNegRCT	1000	2	2	0.24210526315789474	0.41304347826086957	-0.041304347826086954	0.05	0	nonneg_rct_causal_random_forest_learner	smallneg	TTestStrategy				30	0.01	0.05	250	3092	3461711622
NonNegRCT	1000	2	2	0.24210526315789474	0.41304347826086957	-0.041304347826086954	0.05	0	nonneg_rct_causal_random_forest_learner	smallneg	TTestStrategy				30	0.01	0.05	250	3093	3503613749
NonNegRCT	1000	2	2	0.24210526315789474	0.41304347826086957	-0.041304347826086954	0.05	0	nonneg_rct_causal_random_forest_learner	smallneg	TTestStrategy				30	0.01	0.05	250	3094	2363204992
NonNegRCT	1000	2	2	0.24210526315789474	0.41304347826086957	-0.041304347826086954	0.05	0	nonneg_rct_causal_random_forest_learner	smallneg	TTestStrategy				30	0.01	0.05	250	3095	1604211883
NonNegRCT	1000	2	2	0.24210526315789474	0.41304347826086957	-0.041304347826086954	0.05	0	nonneg_rct_causal_random_forest_learner	smallneg	TTestStrategy				30	0.01	0.05	250	3096	186455415
NonNegRCT	1000	2	2	0.24210526315789474	0.41304347826086957	-0.041304347826086954	0.05	0	nonneg_rct_causal_random_forest_learner	smallneg	TTestStrategy				30	0.01	0.05	250	3097	2261296812
NonNegRCT	1000	2	2	0.24210526315789474	0.41304347826086957	-0.041304347826086954	0.05	0	nonneg_rct_causal_random_forest_learner	smallneg	TTestStrategy				30	0.01	0.05	250	3098	2719364457
NonNegRCT	1000	2	2	0.24210526315789474	0.41304347826086957	-0.041304347826086954	0.05	0	nonneg_rct_causal_random_forest_learner	smallneg	TTestStrategy				30	0.01	0.05	250	3099	482343470
NonNegRCT	1000	2	2	0.24210526315789474	0.41304347826086957	-0.041304347826086954	0.05	0	nonneg_rct_causal_random_forest_learner	smallneg	OracleStrategy				30	0.01	0.05	250	3100	4086246266
NonNegRCT	1000	2	2	0.24210526315789474	0.41304347826086957	-0.041304347826086954	0.05	0	nonneg_rct_causal_random_forest_learner	smallneg	OracleStrategy				30	0.01	0.05	250	3101	11098252
NonNegRCT	1000	2	2	0.24210526315789474	0.41304347826086957	-0.041304347826086954	0.05	0	nonneg_rct_causal_random_forest_learner	smallneg	OracleStrategy				30	0.01	0.05	250	3102	2583903094
NonNegRCT	1000	2	2	0.24210526315789474	0.41304347826086957	-0.041304347826086954	0.05	0	nonneg_rct_causal_random_forest_learner	smallneg	OracleStrategy				30	0.01	0.05	250	3103	2740125589
NonNegRCT	1000	2	2	0.24210526315789474	0.41304347826086957	-0.041304347826086954	0.05	0	nonneg_rct_causal_random_forest_learner	smallneg	OracleStrategy				30	0.01	0.05	250	3104	3518389365
NonNegRCT	1000	2	2	0.24210526315789474	0.41304347826086957	-0.041304347826086954	0.05	0	nonneg_rct_causal_random_forest_learner	smallneg	OracleStrategy				30	0.01	0.05	250	3105	2212660500
NonNegRCT	1000	2	2	0.24210526315789474	0.41304347826086957	-0.041304347826086954	0.05	0	nonneg_rct_causal_random_forest_learner	smallneg	OracleStrategy				30	0.01	0.05	250	3106	3797637845
NonNegRCT	1000	2	2	0.24210526315789474	0.41304347826086957	-0.041304347826086954	0.05	0	nonneg_rct_causal_random_forest_learner	smallneg	OracleStrategy				30	0.01	0.05	250	3107	2549228763
NonNegRCT	1000	2	2	0.24210526315789474	0.41304347826086957	-0.041304347826086954	0.05	0	nonneg_rct_causal_random_forest_learner	smallneg	OracleStrategy				30	0.01	0.05	250	3108	979595144
NonNegRCT	1000	2	2	0.24210526315789474	0.41304347826086957	-0.041304347826086954	0.05	0	nonneg_rct_causal_random_forest_learner	smallneg	OracleStrategy				30	0.01	0.05	250	3109	3409103897
NonNegRCT	1000	2	2	0.24210526315789474	0.41304347826086957	-0.041304347826086954	0.05	0	nonneg_rct_causal_random_forest_learner	smallneg	OracleSimulStrategy				30	0.01	0.05	250	3110	910725640
NonNegRCT	1000	2	2	0.24210526315789474	0.41304347826086957	-0.041304347826086954	0.05	0	nonneg_rct_causal_random_forest_learner	smallneg	OracleSimulStrategy				30	0.01	0.05	250	3111	2777151246
NonNegRCT	1000	2	2	0.24210526315789474	0.41304347826086957	-0.041304347826086954	0.05	0	nonneg_rct_causal_random_forest_learner	smallneg	OracleSimulStrategy				30	0.01	0.05	250	3112	2624143369
NonNegRCT	1000	2	2	0.24210526315789474	0.41304347826086957	-0.041304347826086954	0.05	0	nonneg_rct_causal_random_forest_learner	smallneg	OracleSimulStrategy				30	0.01	0.05	250	3113	750646231
NonNegRCT	1000	2	2	0.24210526315789474	0.41304347826086957	-0.041304347826086954	0.05	0	nonneg_rct_causal_random_forest_learner	smallneg	OracleSimulStrategy				30	0.01	0.05	250	3114	1765353849
NonNegRCT	1000	2	2	0.24210526315789474	0.41304347826086957	-0.041304347826086954	0.05	0	nonneg_rct_causal_random_forest_learner	smallneg	OracleSimulStrategy				30	0.01	0.05	250	3115	1549506168
NonNegRCT	1000	2	2	0.24210526315789474	0.41304347826086957	-0.041304347826086954	0.05	0	nonneg_rct_causal_random_forest_learner	smallneg	OracleSimulStrategy				30	0.01	0.05	250	3116	3607176828
NonNegRCT	1000	2	2	0.24210526315789474	0.41304347826086957	-0.041304347826086954	0.05	0	nonneg_rct_causal_random_forest_learner	smallneg	OracleSimulStrategy				30	0.01	0.05	250	3117	3890772649
NonNegRCT	1000	2	2	0.24210526315789474	0.41304347826086957	-0.041304347826086954	0.05	0	nonneg_rct_causal_random_forest_learner	smallneg	OracleSimulStrategy				30	0.01	0.05	250	3118	3865569863
NonNegRCT	1000	2	2	0.24210526315789474	0.41304347826086957	-0.041304347826086954	0.05	0	nonneg_rct_causal_random_forest_learner	smallneg	OracleSimulStrategy				30	0.01	0.05	250	3119	3306887319
NonNegRCT	1000	2	2	0.2894736842105263	0.34545454545454546	-0.034545454545454546	0.05	0	nonneg_rct_causal_random_forest_learner	smallneg	Chiseling	0.1	1.0	0.025	30	0.01	0.05	25	3120	1517933263
NonNegRCT	1000	2	2	0.2894736842105263	0.34545454545454546	-0.034545454545454546	0.05	0	nonneg_rct_causal_random_forest_learner	smallneg	Chiseling	0.1	1.0	0.025	30	0.01	0.05	25	3121	2390737968
NonNegRCT	1000	2	2	0.2894736842105263	0.34545454545454546	-0.034545454545454546	0.05	0	nonneg_rct_causal_random_forest_learner	smallneg	Chiseling	0.1	1.0	0.025	30	0.01	0.05	25	3122	1017351321
NonNegRCT	1000	2	2	0.2894736842105263	0.34545454545454546	-0.034545454545454546	0.05	0	nonneg_rct_causal_random_forest_learner	smallneg	Chiseling	0.1	1.0	0.025	30	0.01	0.05	25	3123	1097986906
NonNegRCT	1000	2	2	0.2894736842105263	0.34545454545454546	-0.034545454545454546	0.05	0	nonneg_rct_causal_random_forest_learner	smallneg	Chiseling	0.1	1.0	0.025	30	0.01	0.05	25	3124	3352331556
NonNegRCT	1000	2	2	0.2894736842105263	0.34545454545454546	-0.034545454545454546	0.05	0	nonneg_rct_causal_random_forest_learner	smallneg	Chiseling	0.1	1.0	0.025	30	0.01	0.05	25	3125	1297339971
NonNegRCT	1000	2	2	0.2894736842105263	0.34545454545454546	-0.034545454545454546	0.05	0	nonneg_rct_causal_random_forest_learner	smallneg	Chiseling	0.1	1.0	0.025	30	0.01	0.05	25	3126	1180282929
NonNegRCT	1000	2	2	0.2894736842105263	0.34545454545454546	-0.034545454545454546	0.05	0	nonneg_rct_causal_random_forest_learner	smallneg	Chiseling	0.1	1.0	0.025	30	0.01	0.05	25	3127	3143735959
NonNegRCT	1000	2	2	0.2894736842105263	0.34545454545454546	-0.034545454545454546	0.05	0	nonneg_rct_causal_random_forest_learner	smallneg	Chiseling	0.1	1.0	0.025	30	0.01	0.05	25	3128	3533101586
NonNegRCT	1000	2	2	0.2894736842105263	0.34545454545454546	-0.034545454545454546	0.05	0	nonneg_rct_causal_random_forest_learner	smallneg	Chiseling	0.1	1.0	0.025	30	0.01	0.05	25	3129	3655765603
NonNegRCT	1000	2	2	0.2894736842105263	0.34545454545454546	-0.034545454545454546	0.05	0	nonneg_rct_causal_random_forest_learner	smallneg	Chiseling	0.1	1.0	0.025	30	0.01	0.05	25	3130	1819941947
NonNegRCT	1000	2	2	0.2894736842105263	0.34545454545454546	-0.034545454545454546	0.05	0	nonneg_rct_causal_random_forest_learner	smallneg	Chiseling	0.1	1.0	0.025	30	0.01	0.05	25	3131	2883746982
NonNegRCT	1000	2	2	0.2894736842105263	0.34545454545454546	-0.034545454545454546	0.05	0	nonneg_rct_causal_random_forest_learner	smallneg	Chiseling	0.1	1.0	0.025	30	0.01	0.05	25	3132	2867104969
NonNegRCT	1000	2	2	0.2894736842105263	0.34545454545454546	-0.034545454545454546	0.05	0	nonneg_rct_causal_random_forest_learner	smallneg	Chiseling	0.1	1.0	0.025	30	0.01	0.05	25	3133	3476904792
NonNegRCT	1000	2	2	0.2894736842105263	0.34545454545454546	-0.034545454545454546	0.05	0	nonneg_rct_causal_random_forest_learner	smallneg	Chiseling	0.1	1.0	0.025	30	0.01	0.05	25	3134	410321041
NonNegRCT	1000	2	2	0.2894736842105263	0.34545454545454546	-0.034545454545454546	0.05	0	nonneg_rct_causal_random_forest_learner	smallneg	Chiseling	0.1	1.0	0.025	30	0.01	0.05	25	3135	3292763026
NonNegRCT	1000	2	2	0.2894736842105263	0.34545454545454546	-0.034545454545454546	0.05	0	nonneg_rct_causal_random_forest_learner	smallneg	Chiseling	0.1	1.0	0.025	30	0.01	0.05	25	3136	2679455395
NonNegRCT	1000	2	2	0.2894736842105263	0.34545454545454546	-0.034545454545454546	0.05	0	nonneg_rct_causal_random_forest_learner	smallneg	Chiseling	0.1	1.0	0.025	30	0.01	0.05	25	3137	642973641
NonNegRCT	1000	2	2	0.2894736842105263	0.34545454545454546	-0.034545454545454546	0.05	0	nonneg_rct_causal_random_forest_learner	smallneg	Chiseling	0.1	1.0	0.025	30	0.01	0.05	25	3138	1940327392
NonNegRCT	1000	2	2	0.2894736842105263	0.34545454545454546	-0.034545454545454546	0.05	0	nonneg_rct_causal_random_forest_learner	smallneg	Chiseling	0.1	1.0	0.025	30	0.01	0.05	25	3139	1820829110
NonNegRCT	1000	2	2	0.2894736842105263	0.34545454545454546	-0.034545454545454546	0.05	0	nonneg_rct_causal_random_forest_learner	smallneg	Chiseling	0.1	1.0	0.025	30	0.01	0.05	25	3140	2519464177
NonNegRCT	1000	2	2	0.2894736842105263	0.34545454545454546	-0.034545454545454546	0.05	0	nonneg_rct_causal_random_forest_learner	smallneg	Chiseling	0.1	1.0	0.025	30	0.01	0.05	25	3141	657060420
NonNegRCT	1000	2	2	0.2894736842105263	0.34545454545454546	-0.034545454545454546	0.05	0	nonneg_rct_causal_random_forest_learner	smallneg	Chiseling	0.1	1.0	0.025	30	0.01	0.05	25	3142	721615534
NonNegRCT	1000	2	2	0.2894736842105263	0.34545454545454546	-0.034545454545454546	0.05	0	nonneg_rct_causal_random_forest_learner	smallneg	Chiseling	0.1	1.0	0.025	30	0.01	0.05	25	3143	1010329136
NonNegRCT	1000	2	2	0.2894736842105263	0.34545454545454546	-0.034545454545454546	0.05	0	nonneg_rct_causal_random_forest_learner	smallneg	Chiseling	0.1	1.0	0.025	30	0.01	0.05	25	3144	3164848610
NonNegRCT	1000	2	2	0.2894736842105263	0.34545454545454546	-0.034545454545454546	0.05	0	nonneg_rct_causal_random_forest_learner	smallneg	Chiseling	0.1	1.0	0.025	30	0.01	0.05	25	3145	3733441643
