task_id	dgp	n	d	s_prog	s_effect	theta_prog	theta_effect	tau	ipw_transform	alpha	random_seed	strategy	test_thresh	learner	n_burn_in	n_min	margin_width	alpha_min	alpha_spending_fn	substitute_t_test	train_ratio	n_sims	task_label
3572	BasicLinearRCT	500	20	20	20	0	0.4	0	True	0.05	2734475463	DataSplittingStrategy	0	linreg_learner		2	0	0	instantaneous	True	0.75	50	datasplit
3573	BasicLinearRCT	500	20	20	20	0	0.4	0	True	0.05	974805936	DataSplittingStrategy	0	linreg_learner		2	0	0	instantaneous	True	0.75	50	datasplit
3574	BasicLinearRCT	500	20	20	20	0	0.4	0	True	0.05	2636824654	DataSplittingStrategy	0	linreg_learner		2	0	0	instantaneous	True	0.75	50	datasplit
3575	BasicLinearRCT	500	20	20	20	0	0.4	0	True	0.05	3819904912	DataSplittingStrategy	0	linreg_learner		2	0	0	instantaneous	True	0.75	50	datasplit
3576	BasicLinearRCT	500	20	20	20	0	0.4	0	True	0.05	286268347	DataSplittingStrategy	0	linreg_learner		2	0	0	instantaneous	True	0.75	50	datasplit
3577	BasicLinearRCT	500	20	20	20	0	0.4	0	True	0.05	1935396694	DataSplittingStrategy	0	linreg_learner		2	0	0	instantaneous	True	0.75	50	datasplit
3578	BasicLinearRCT	500	20	20	20	0	0.4	0	True	0.05	2226545495	DataSplittingStrategy	0	linreg_learner		2	0	0	instantaneous	True	0.75	50	datasplit
3579	BasicLinearRCT	500	20	20	20	0	0.4	0	True	0.05	3790134444	DataSplittingStrategy	0	linreg_learner		2	0	0	instantaneous	True	0.75	50	datasplit
3580	BasicLinearRCT	500	20	20	20	0	0.4	0	True	0.05	644970962	DataSplittingStrategy	0	linreg_learner		2	0	0	instantaneous	True	0.75	50	datasplit
3581	BasicLinearRCT	500	20	20	20	0	0.4	0	True	0.05	453950020	DataSplittingStrategy	0	linreg_learner		2	0	0	instantaneous	True	0.75	50	datasplit
3582	BasicLinearRCT	500	20	20	20	0	0.4	0	True	0.05	3167253919	DataSplittingStrategy	0	linreg_learner		2	0	0	instantaneous	True	0.75	50	datasplit
3583	BasicLinearRCT	500	20	20	20	0	0.4	0	True	0.05	4244609963	DataSplittingStrategy	0	linreg_learner		2	0	0	instantaneous	True	0.75	50	datasplit
3584	BasicLinearRCT	500	20	20	20	0	0.4	0	True	0.05	2199976384	DataSplittingStrategy	0	linreg_learner		2	0	0	instantaneous	True	0.75	50	datasplit
3585	BasicLinearRCT	500	20	20	20	0	0.4	0	True	0.05	1903843414	DataSplittingStrategy	0	linreg_learner		2	0	0	instantaneous	True	0.75	50	datasplit
3586	BasicLinearRCT	500	20	20	20	0	0.4	0	True	0.05	2921556068	DataSplittingStrategy	0	linreg_learner		2	0	0	instantaneous	True	0.75	50	datasplit
3587	BasicLinearRCT	500	20	20	20	0	0.4	0	True	0.05	205431815	DataSplittingStrategy	0	linreg_learner		2	0	0	instantaneous	True	0.75	50	datasplit
3588	BasicLinearRCT	500	20	20	20	0	0.4	0	True	0.05	178983756	DataSplittingStrategy	0	linreg_learner		2	0	0	instantaneous	True	0.75	50	datasplit
3589	BasicLinearRCT	500	20	20	20	0	0.4	0	True	0.05	163302599	DataSplittingStrategy	0	linreg_learner		2	0	0	instantaneous	True	0.75	50	datasplit
3590	BasicLinearRCT	500	20	20	20	0	0.4	0	True	0.05	364178936	DataSplittingStrategy	0	linreg_learner		2	0	0	instantaneous	True	0.75	50	datasplit
3591	BasicLinearRCT	500	20	20	20	0	0.4	0	True	0.05	3204935766	DataSplittingStrategy	0	linreg_learner		2	0	0	instantaneous	True	0.75	50	datasplit
3592	BasicLinearRCT	500	20	20	20	0	0.4	0	True	0.05	3076585514	DataSplittingStrategy	0	linreg_learner		2	0	0	instantaneous	True	0.75	50	datasplit
3593	BasicLinearRCT	500	20	20	20	0	0.4	0	True	0.05	2830536064	DataSplittingStrategy	0	linreg_learner		2	0	0	instantaneous	True	0.75	50	datasplit
3594	BasicLinearRCT	500	20	20	20	0	0.4	0	True	0.05	309599852	DataSplittingStrategy	0	linreg_learner		2	0	0	instantaneous	True	0.75	50	datasplit
3595	BasicLinearRCT	500	20	20	20	0	0.4	0	True	0.05	3445124530	DataSplittingStrategy	0	linreg_learner		2	0	0	instantaneous	True	0.75	50	datasplit
3596	BasicLinearRCT	500	20	20	20	0	0.4	0	True	0.05	306045335	DataSplittingStrategy	0	linreg_learner		2	0	0	instantaneous	True	0.75	50	datasplit
3597	BasicLinearRCT	500	20	20	20	0	0.4	0	True	0.05	452550114	DataSplittingStrategy	0	linreg_learner		2	0	0	instantaneous	True	0.75	50	datasplit
3598	BasicLinearRCT	500	20	20	20	0	0.4	0	True	0.05	52005527	DataSplittingStrategy	0	linreg_learner		2	0	0	instantaneous	True	0.75	50	datasplit
3599	BasicLinearRCT	500	20	20	20	0	0.4	0	True	0.05	152775696	DataSplittingStrategy	0	linreg_learner		2	0	0	instantaneous	True	0.75	50	datasplit
3600	BasicLinearRCT	500	20	20	20	0	0.4	0	True	0.05	4108142212	DataSplittingStrategy	0	linreg_learner		2	0	0	instantaneous	True	0.8	50	datasplit
3601	BasicLinearRCT	500	20	20	20	0	0.4	0	True	0.05	2184331411	DataSplittingStrategy	0	linreg_learner		2	0	0	instantaneous	True	0.8	50	datasplit
3602	BasicLinearRCT	500	20	20	20	0	0.4	0	True	0.05	3167574292	DataSplittingStrategy	0	linreg_learner		2	0	0	instantaneous	True	0.8	50	datasplit
3603	BasicLinearRCT	500	20	20	20	0	0.4	0	True	0.05	1664708839	DataSplittingStrategy	0	linreg_learner		2	0	0	instantaneous	True	0.8	50	datasplit
3604	BasicLinearRCT	500	20	20	20	0	0.4	0	True	0.05	1517203257	DataSplittingStrategy	0	linreg_learner		2	0	0	instantaneous	True	0.8	50	datasplit
3605	BasicLinearRCT	500	20	20	20	0	0.4	0	True	0.05	1984047006	DataSplittingStrategy	0	linreg_learner		2	0	0	instantaneous	True	0.8	50	datasplit
3606	BasicLinearRCT	500	20	20	20	0	0.4	0	True	0.05	1273610605	DataSplittingStrategy	0	linreg_learner		2	0	0	instantaneous	True	0.8	50	datasplit
3607	BasicLinearRCT	500	20	20	20	0	0.4	0	True	0.05	4258839779	DataSplittingStrategy	0	linreg_learner		2	0	0	instantaneous	True	0.8	50	datasplit
3608	BasicLinearRCT	500	20	20	20	0	0.4	0	True	0.05	1501963914	DataSplittingStrategy	0	linreg_learner		2	0	0	instantaneous	True	0.8	50	datasplit
3609	BasicLinearRCT	500	20	20	20	0	0.4	0	True	0.05	4169339315	DataSplittingStrategy	0	linreg_learner		2	0	0	instantaneous	True	0.8	50	datasplit
3610	BasicLinearRCT	500	20	20	20	0	0.4	0	True	0.05	3327111566	DataSplittingStrategy	0	linreg_learner		2	0	0	instantaneous	True	0.8	50	datasplit
3611	BasicLinearRCT	500	20	20	20	0	0.4	0	True	0.05	4047213778	DataSplittingStrategy	0	linreg_learner		2	0	0	instantaneous	True	0.8	50	datasplit
3612	BasicLinearRCT	500	20	20	20	0	0.4	0	True	0.05	2840565126	DataSplittingStrategy	0	linreg_learner		2	0	0	instantaneous	True	0.8	50	datasplit
3613	BasicLinearRCT	500	20	20	20	0	0.4	0	True	0.05	3366578674	DataSplittingStrategy	0	linreg_learner		2	0	0	instantaneous	True	0.8	50	datasplit
3614	BasicLinearRCT	500	20	20	20	0	0.4	0	True	0.05	795408923	DataSplittingStrategy	0	linreg_learner		2	0	0	instantaneous	True	0.8	50	datasplit
3615	BasicLinearRCT	500	20	20	20	0	0.4	0	True	0.05	1524032050	DataSplittingStrategy	0	linreg_learner		2	0	0	instantaneous	True	0.8	50	datasplit
3616	BasicLinearRCT	500	20	20	20	0	0.4	0	True	0.05	747793898	DataSplittingStrategy	0	linreg_learner		2	0	0	instantaneous	True	0.8	50	datasplit
3617	BasicLinearRCT	500	20	20	20	0	0.4	0	True	0.05	1770088889	DataSplittingStrategy	0	linreg_learner		2	0	0	instantaneous	True	0.8	50	datasplit
3618	BasicLinearRCT	500	20	20	20	0	0.4	0	True	0.05	422606084	DataSplittingStrategy	0	linreg_learner		2	0	0	instantaneous	True	0.8	50	datasplit
3619	BasicLinearRCT	500	20	20	20	0	0.4	0	True	0.05	2360582916	DataSplittingStrategy	0	linreg_learner		2	0	0	instantaneous	True	0.8	50	datasplit
3620	BasicLinearRCT	500	20	20	20	0	0.4	0	True	0.05	2835978589	DataSplittingStrategy	0	linreg_learner		2	0	0	instantaneous	True	0.8	50	datasplit
3621	BasicLinearRCT	500	20	20	20	0	0.4	0	True	0.05	3567118325	DataSplittingStrategy	0	linreg_learner		2	0	0	instantaneous	True	0.8	50	datasplit
3622	BasicLinearRCT	500	20	20	20	0	0.4	0	True	0.05	3282955615	DataSplittingStrategy	0	linreg_learner		2	0	0	instantaneous	True	0.8	50	datasplit
3623	BasicLinearRCT	500	20	20	20	0	0.4	0	True	0.05	295119367	DataSplittingStrategy	0	linreg_learner		2	0	0	instantaneous	True	0.8	50	datasplit
3624	BasicLinearRCT	500	20	20	20	0	0.4	0	True	0.05	1138365759	DataSplittingStrategy	0	linreg_learner		2	0	0	instantaneous	True	0.8	50	datasplit
3625	BasicLinearRCT	500	20	20	20	0	0.4	0	True	0.05	1822341257	DataSplittingStrategy	0	linreg_learner		2	0	0	instantaneous	True	0.8	50	datasplit
3626	BasicLinearRCT	500	20	20	20	0	0.4	0	True	0.05	89957925	DataSplittingStrategy	0	linreg_learner		2	0	0	instantaneous	True	0.8	50	datasplit
3627	BasicLinearRCT	500	20	20	20	0	0.4	0	True	0.05	354840174	DataSplittingStrategy	0	linreg_learner		2	0	0	instantaneous	True	0.8	50	datasplit
3628	BasicLinearRCT	500	20	20	20	0	0.4	0	True	0.05	352924639	DataSplittingStrategy	0	linreg_learner		2	0	0	instantaneous	True	0.8	50	datasplit
3629	BasicLinearRCT	500	20	20	20	0	0.4	0	True	0.05	2210437487	DataSplittingStrategy	0	linreg_learner		2	0	0	instantaneous	True	0.8	50	datasplit
3630	BasicLinearRCT	500	20	20	20	0	0.4	0	True	0.05	4156927195	DataSplittingStrategy	0	linreg_learner		2	0	0	instantaneous	True	0.8	50	datasplit
3631	BasicLinearRCT	500	20	20	20	0	0.4	0	True	0.05	3860749648	DataSplittingStrategy	0	linreg_learner		2	0	0	instantaneous	True	0.8	50	datasplit
3632	BasicLinearRCT	500	20	20	20	0	0.4	0	True	0.05	1268925662	DataSplittingStrategy	0	linreg_learner		2	0	0	instantaneous	True	0.8	50	datasplit
3633	BasicLinearRCT	500	20	20	20	0	0.4	0	True	0.05	3360747143	DataSplittingStrategy	0	linreg_learner		2	0	0	instantaneous	True	0.8	50	datasplit
3634	BasicLinearRCT	500	20	20	20	0	0.4	0	True	0.05	3303788287	DataSplittingStrategy	0	linreg_learner		2	0	0	instantaneous	True	0.8	50	datasplit
3635	BasicLinearRCT	500	20	20	20	0	0.4	0	True	0.05	978575719	DataSplittingStrategy	0	linreg_learner		2	0	0	instantaneous	True	0.8	50	datasplit
3636	BasicLinearRCT	500	20	20	20	0	0.4	0	True	0.05	2682909592	DataSplittingStrategy	0	linreg_learner		2	0	0	instantaneous	True	0.8	50	datasplit
3637	BasicLinearRCT	500	20	20	20	0	0.4	0	True	0.05	4191848776	DataSplittingStrategy	0	linreg_learner		2	0	0	instantaneous	True	0.8	50	datasplit
3638	BasicLinearRCT	500	20	20	20	0	0.4	0	True	0.05	1640418241	DataSplittingStrategy	0	linreg_learner		2	0	0	instantaneous	True	0.8	50	datasplit
3639	BasicLinearRCT	500	20	20	20	0	0.4	0	True	0.05	2866248142	DataSplittingStrategy	0	linreg_learner		2	0	0	instantaneous	True	0.8	50	datasplit
3640	BasicLinearRCT	500	20	20	20	0	0.4	0	True	0.05	883420081	DataSplittingStrategy	0	linreg_learner		2	0	0	instantaneous	True	0.8	50	datasplit
3641	BasicLinearRCT	500	20	20	20	0	0.4	0	True	0.05	44786626	DataSplittingStrategy	0	linreg_learner		2	0	0	instantaneous	True	0.8	50	datasplit
3642	BasicLinearRCT	500	20	20	20	0	0.4	0	True	0.05	521350704	DataSplittingStrategy	0	linreg_learner		2	0	0	instantaneous	True	0.8	50	datasplit
3643	BasicLinearRCT	500	20	20	20	0	0.4	0	True	0.05	1096992547	DataSplittingStrategy	0	linreg_learner		2	0	0	instantaneous	True	0.8	50	datasplit
3644	BasicLinearRCT	500	20	20	20	0	0.4	0	True	0.05	2641460605	DataSplittingStrategy	0	linreg_learner		2	0	0	instantaneous	True	0.8	50	datasplit
3645	BasicLinearRCT	500	20	20	20	0	0.4	0	True	0.05	1119755075	DataSplittingStrategy	0	linreg_learner		2	0	0	instantaneous	True	0.8	50	datasplit
3646	BasicLinearRCT	500	20	20	20	0	0.4	0	True	0.05	3327026765	DataSplittingStrategy	0	linreg_learner		2	0	0	instantaneous	True	0.8	50	datasplit
3647	BasicLinearRCT	500	20	20	20	0	0.4	0	True	0.05	297444968	DataSplittingStrategy	0	linreg_learner		2	0	0	instantaneous	True	0.8	50	datasplit
3648	BasicLinearRCT	500	20	20	20	0	0.4	0	True	0.05	2765547688	DataSplittingStrategy	0	linreg_learner		2	0	0	instantaneous	True	0.8	50	datasplit
3649	BasicLinearRCT	500	20	20	20	0	0.4	0	True	0.05	4122423512	DataSplittingStrategy	0	linreg_learner		2	0	0	instantaneous	True	0.8	50	datasplit
3650	BasicLinearRCT	500	20	20	20	0	0.4	0	True	0.05	2277630329	DataSplittingStrategy	0	linreg_learner		2	0	0	instantaneous	True	0.85	50	datasplit
3651	BasicLinearRCT	500	20	20	20	0	0.4	0	True	0.05	2054090870	DataSplittingStrategy	0	linreg_learner		2	0	0	instantaneous	True	0.85	50	datasplit
3652	BasicLinearRCT	500	20	20	20	0	0.4	0	True	0.05	180179133	DataSplittingStrategy	0	linreg_learner		2	0	0	instantaneous	True	0.85	50	datasplit
3653	BasicLinearRCT	500	20	20	20	0	0.4	0	True	0.05	3847494398	DataSplittingStrategy	0	linreg_learner		2	0	0	instantaneous	True	0.85	50	datasplit
3654	BasicLinearRCT	500	20	20	20	0	0.4	0	True	0.05	4159627633	DataSplittingStrategy	0	linreg_learner		2	0	0	instantaneous	True	0.85	50	datasplit
3655	BasicLinearRCT	500	20	20	20	0	0.4	0	True	0.05	1383905033	DataSplittingStrategy	0	linreg_learner		2	0	0	instantaneous	True	0.85	50	datasplit
3656	BasicLinearRCT	500	20	20	20	0	0.4	0	True	0.05	3430451348	DataSplittingStrategy	0	linreg_learner		2	0	0	instantaneous	True	0.85	50	datasplit
3657	BasicLinearRCT	500	20	20	20	0	0.4	0	True	0.05	537874083	DataSplittingStrategy	0	linreg_learner		2	0	0	instantaneous	True	0.85	50	datasplit
3658	BasicLinearRCT	500	20	20	20	0	0.4	0	True	0.05	1257661067	DataSplittingStrategy	0	linreg_learner		2	0	0	instantaneous	True	0.85	50	datasplit
3659	BasicLinearRCT	500	20	20	20	0	0.4	0	True	0.05	2037258074	DataSplittingStrategy	0	linreg_learner		2	0	0	instantaneous	True	0.85	50	datasplit
3660	BasicLinearRCT	500	20	20	20	0	0.4	0	True	0.05	4208940519	DataSplittingStrategy	0	linreg_learner		2	0	0	instantaneous	True	0.85	50	datasplit
3661	BasicLinearRCT	500	20	20	20	0	0.4	0	True	0.05	489440001	DataSplittingStrategy	0	linreg_learner		2	0	0	instantaneous	True	0.85	50	datasplit
3662	BasicLinearRCT	500	20	20	20	0	0.4	0	True	0.05	2585061749	DataSplittingStrategy	0	linreg_learner		2	0	0	instantaneous	True	0.85	50	datasplit
3663	BasicLinearRCT	500	20	20	20	0	0.4	0	True	0.05	2087420684	DataSplittingStrategy	0	linreg_learner		2	0	0	instantaneous	True	0.85	50	datasplit
3664	BasicLinearRCT	500	20	20	20	0	0.4	0	True	0.05	2501486260	DataSplittingStrategy	0	linreg_learner		2	0	0	instantaneous	True	0.85	50	datasplit
3665	BasicLinearRCT	500	20	20	20	0	0.4	0	True	0.05	3952646303	DataSplittingStrategy	0	linreg_learner		2	0	0	instantaneous	True	0.85	50	datasplit
3666	BasicLinearRCT	500	20	20	20	0	0.4	0	True	0.05	3212949854	DataSplittingStrategy	0	linreg_learner		2	0	0	instantaneous	True	0.85	50	datasplit
3667	BasicLinearRCT	500	20	20	20	0	0.4	0	True	0.05	2236682127	DataSplittingStrategy	0	linreg_learner		2	0	0	instantaneous	True	0.85	50	datasplit
3668	BasicLinearRCT	500	20	20	20	0	0.4	0	True	0.05	3486524703	DataSplittingStrategy	0	linreg_learner		2	0	0	instantaneous	True	0.85	50	datasplit
3669	BasicLinearRCT	500	20	20	20	0	0.4	0	True	0.05	2647846175	DataSplittingStrategy	0	linreg_learner		2	0	0	instantaneous	True	0.85	50	datasplit
3670	BasicLinearRCT	500	20	20	20	0	0.4	0	True	0.05	2819554171	DataSplittingStrategy	0	linreg_learner		2	0	0	instantaneous	True	0.85	50	datasplit
3671	BasicLinearRCT	500	20	20	20	0	0.4	0	True	0.05	672756961	DataSplittingStrategy	0	linreg_learner		2	0	0	instantaneous	True	0.85	50	datasplit
3672	BasicLinearRCT	500	20	20	20	0	0.4	0	True	0.05	550167050	DataSplittingStrategy	0	linreg_learner		2	0	0	instantaneous	True	0.85	50	datasplit
3673	BasicLinearRCT	500	20	20	20	0	0.4	0	True	0.05	187843081	DataSplittingStrategy	0	linreg_learner		2	0	0	instantaneous	True	0.85	50	datasplit
3674	BasicLinearRCT	500	20	20	20	0	0.4	0	True	0.05	1452847886	DataSplittingStrategy	0	linreg_learner		2	0	0	instantaneous	True	0.85	50	datasplit
3675	BasicLinearRCT	500	20	20	20	0	0.4	0	True	0.05	475916560	DataSplittingStrategy	0	linreg_learner		2	0	0	instantaneous	True	0.85	50	datasplit
3676	BasicLinearRCT	500	20	20	20	0	0.4	0	True	0.05	3986088871	DataSplittingStrategy	0	linreg_learner		2	0	0	instantaneous	True	0.85	50	datasplit
3677	BasicLinearRCT	500	20	20	20	0	0.4	0	True	0.05	2570673553	DataSplittingStrategy	0	linreg_learner		2	0	0	instantaneous	True	0.85	50	datasplit
3678	BasicLinearRCT	500	20	20	20	0	0.4	0	True	0.05	964716726	DataSplittingStrategy	0	linreg_learner		2	0	0	instantaneous	True	0.85	50	datasplit
3679	BasicLinearRCT	500	20	20	20	0	0.4	0	True	0.05	408072136	DataSplittingStrategy	0	linreg_learner		2	0	0	instantaneous	True	0.85	50	datasplit
3680	BasicLinearRCT	500	20	20	20	0	0.4	0	True	0.05	1598445208	DataSplittingStrategy	0	linreg_learner		2	0	0	instantaneous	True	0.85	50	datasplit
3681	BasicLinearRCT	500	20	20	20	0	0.4	0	True	0.05	1614877159	DataSplittingStrategy	0	linreg_learner		2	0	0	instantaneous	True	0.85	50	datasplit
3682	BasicLinearRCT	500	20	20	20	0	0.4	0	True	0.05	1855756090	DataSplittingStrategy	0	linreg_learner		2	0	0	instantaneous	True	0.85	50	datasplit
3683	BasicLinearRCT	500	20	20	20	0	0.4	0	True	0.05	2362626893	DataSplittingStrategy	0	linreg_learner		2	0	0	instantaneous	True	0.85	50	datasplit
3684	BasicLinearRCT	500	20	20	20	0	0.4	0	True	0.05	1887230075	DataSplittingStrategy	0	linreg_learner		2	0	0	instantaneous	True	0.85	50	datasplit
3685	BasicLinearRCT	500	20	20	20	0	0.4	0	True	0.05	1669251065	DataSplittingStrategy	0	linreg_learner		2	0	0	instantaneous	True	0.85	50	datasplit
3686	BasicLinearRCT	500	20	20	20	0	0.4	0	True	0.05	2632555480	DataSplittingStrategy	0	linreg_learner		2	0	0	instantaneous	True	0.85	50	datasplit
3687	BasicLinearRCT	500	20	20	20	0	0.4	0	True	0.05	703016561	DataSplittingStrategy	0	linreg_learner		2	0	0	instantaneous	True	0.85	50	datasplit
3688	BasicLinearRCT	500	20	20	20	0	0.4	0	True	0.05	4050479893	DataSplittingStrategy	0	linreg_learner		2	0	0	instantaneous	True	0.85	50	datasplit
3689	BasicLinearRCT	500	20	20	20	0	0.4	0	True	0.05	1175924723	DataSplittingStrategy	0	linreg_learner		2	0	0	instantaneous	True	0.85	50	datasplit
3690	BasicLinearRCT	500	20	20	20	0	0.4	0	True	0.05	1033767325	DataSplittingStrategy	0	linreg_learner		2	0	0	instantaneous	True	0.85	50	datasplit
3691	BasicLinearRCT	500	20	20	20	0	0.4	0	True	0.05	3987093459	DataSplittingStrategy	0	linreg_learner		2	0	0	instantaneous	True	0.85	50	datasplit
3692	BasicLinearRCT	500	20	20	20	0	0.4	0	True	0.05	521844436	DataSplittingStrategy	0	linreg_learner		2	0	0	instantaneous	True	0.85	50	datasplit
3693	BasicLinearRCT	500	20	20	20	0	0.4	0	True	0.05	2903321771	DataSplittingStrategy	0	linreg_learner		2	0	0	instantaneous	True	0.85	50	datasplit
3694	BasicLinearRCT	500	20	20	20	0	0.4	0	True	0.05	848129311	DataSplittingStrategy	0	linreg_learner		2	0	0	instantaneous	True	0.85	50	datasplit
3695	BasicLinearRCT	500	20	20	20	0	0.4	0	True	0.05	2130509234	DataSplittingStrategy	0	linreg_learner		2	0	0	instantaneous	True	0.85	50	datasplit
3696	BasicLinearRCT	500	20	20	20	0	0.4	0	True	0.05	3809313453	DataSplittingStrategy	0	linreg_learner		2	0	0	instantaneous	True	0.85	50	datasplit
3697	BasicLinearRCT	500	20	20	20	0	0.4	0	True	0.05	54610032	DataSplittingStrategy	0	linreg_learner		2	0	0	instantaneous	True	0.85	50	datasplit
3698	BasicLinearRCT	500	20	20	20	0	0.4	0	True	0.05	2773736311	DataSplittingStrategy	0	linreg_learner		2	0	0	instantaneous	True	0.85	50	datasplit
3699	BasicLinearRCT	500	20	20	20	0	0.4	0	True	0.05	4262391700	DataSplittingStrategy	0	linreg_learner		2	0	0	instantaneous	True	0.85	50	datasplit
3700	BasicLinearRCT	500	20	20	20	0	0.4	0	True	0.05	1227960290	DataSplittingStrategy	0	linreg_learner		2	0	0	instantaneous	True	0.9	50	datasplit
3701	BasicLinearRCT	500	20	20	20	0	0.4	0	True	0.05	2883876985	DataSplittingStrategy	0	linreg_learner		2	0	0	instantaneous	True	0.9	50	datasplit
3702	BasicLinearRCT	500	20	20	20	0	0.4	0	True	0.05	3504465439	DataSplittingStrategy	0	linreg_learner		2	0	0	instantaneous	True	0.9	50	datasplit
3703	BasicLinearRCT	500	20	20	20	0	0.4	0	True	0.05	1361171677	DataSplittingStrategy	0	linreg_learner		2	0	0	instantaneous	True	0.9	50	datasplit
3704	BasicLinearRCT	500	20	20	20	0	0.4	0	True	0.05	3699555958	DataSplittingStrategy	0	linreg_learner		2	0	0	instantaneous	True	0.9	50	datasplit
3705	BasicLinearRCT	500	20	20	20	0	0.4	0	True	0.05	3776430118	DataSplittingStrategy	0	linreg_learner		2	0	0	instantaneous	True	0.9	50	datasplit
3706	BasicLinearRCT	500	20	20	20	0	0.4	0	True	0.05	3635751408	DataSplittingStrategy	0	linreg_learner		2	0	0	instantaneous	True	0.9	50	datasplit
3707	BasicLinearRCT	500	20	20	20	0	0.4	0	True	0.05	1109955339	DataSplittingStrategy	0	linreg_learner		2	0	0	instantaneous	True	0.9	50	datasplit
3708	BasicLinearRCT	500	20	20	20	0	0.4	0	True	0.05	3946759400	DataSplittingStrategy	0	linreg_learner		2	0	0	instantaneous	True	0.9	50	datasplit
3709	BasicLinearRCT	500	20	20	20	0	0.4	0	True	0.05	2336533422	DataSplittingStrategy	0	linreg_learner		2	0	0	instantaneous	True	0.9	50	datasplit
3710	BasicLinearRCT	500	20	20	20	0	0.4	0	True	0.05	1083366929	DataSplittingStrategy	0	linreg_learner		2	0	0	instantaneous	True	0.9	50	datasplit
3711	BasicLinearRCT	500	20	20	20	0	0.4	0	True	0.05	2731903124	DataSplittingStrategy	0	linreg_learner		2	0	0	instantaneous	True	0.9	50	datasplit
3712	BasicLinearRCT	500	20	20	20	0	0.4	0	True	0.05	3242880396	DataSplittingStrategy	0	linreg_learner		2	0	0	instantaneous	True	0.9	50	datasplit
3713	BasicLinearRCT	500	20	20	20	0	0.4	0	True	0.05	949459965	DataSplittingStrategy	0	linreg_learner		2	0	0	instantaneous	True	0.9	50	datasplit
3714	BasicLinearRCT	500	20	20	20	0	0.4	0	True	0.05	1978002068	DataSplittingStrategy	0	linreg_learner		2	0	0	instantaneous	True	0.9	50	datasplit
3715	BasicLinearRCT	500	20	20	20	0	0.4	0	True	0.05	4202184317	DataSplittingStrategy	0	linreg_learner		2	0	0	instantaneous	True	0.9	50	datasplit
3716	BasicLinearRCT	500	20	20	20	0	0.4	0	True	0.05	3616356231	DataSplittingStrategy	0	linreg_learner		2	0	0	instantaneous	True	0.9	50	datasplit
3717	BasicLinearRCT	500	20	20	20	0	0.4	0	True	0.05	3213459757	DataSplittingStrategy	0	linreg_learner		2	0	0	instantaneous	True	0.9	50	datasplit
3718	BasicLinearRCT	500	20	20	20	0	0.4	0	True	0.05	3128843623	DataSplittingStrategy	0	linreg_learner		2	0	0	instantaneous	True	0.9	50	datasplit
3719	BasicLinearRCT	500	20	20	20	0	0.4	0	True	0.05	2395789549	DataSplittingStrategy	0	linreg_learner		2	0	0	instantaneous	True	0.9	50	datasplit
3720	BasicLinearRCT	500	20	20	20	0	0.4	0	True	0.05	3334816390	DataSplittingStrategy	0	linreg_learner		2	0	0	instantaneous	True	0.9	50	datasplit
3721	BasicLinearRCT	500	20	20	20	0	0.4	0	True	0.05	775647894	DataSplittingStrategy	0	linreg_learner		2	0	0	instantaneous	True	0.9	50	datasplit
3722	BasicLinearRCT	500	20	20	20	0	0.4	0	True	0.05	2818193643	DataSplittingStrategy	0	linreg_learner		2	0	0	instantaneous	True	0.9	50	datasplit
3723	BasicLinearRCT	500	20	20	20	0	0.4	0	True	0.05	231319263	DataSplittingStrategy	0	linreg_learner		2	0	0	instantaneous	True	0.9	50	datasplit
3724	BasicLinearRCT	500	20	20	20	0	0.4	0	True	0.05	762050762	DataSplittingStrategy	0	linreg_learner		2	0	0	instantaneous	True	0.9	50	datasplit
3725	BasicLinearRCT	500	20	20	20	0	0.4	0	True	0.05	1374646527	DataSplittingStrategy	0	linreg_learner		2	0	0	instantaneous	True	0.9	50	datasplit
3726	BasicLinearRCT	500	20	20	20	0	0.4	0	True	0.05	2340872789	DataSplittingStrategy	0	linreg_learner		2	0	0	instantaneous	True	0.9	50	datasplit
3727	BasicLinearRCT	500	20	20	20	0	0.4	0	True	0.05	3234914965	DataSplittingStrategy	0	linreg_learner		2	0	0	instantaneous	True	0.9	50	datasplit
3728	BasicLinearRCT	500	20	20	20	0	0.4	0	True	0.05	4229124330	DataSplittingStrategy	0	linreg_learner		2	0	0	instantaneous	True	0.9	50	datasplit
3729	BasicLinearRCT	500	20	20	20	0	0.4	0	True	0.05	1156769112	DataSplittingStrategy	0	linreg_learner		2	0	0	instantaneous	True	0.9	50	datasplit
3730	BasicLinearRCT	500	20	20	20	0	0.4	0	True	0.05	4026051093	DataSplittingStrategy	0	linreg_learner		2	0	0	instantaneous	True	0.9	50	datasplit
3731	BasicLinearRCT	500	20	20	20	0	0.4	0	True	0.05	2317376347	DataSplittingStrategy	0	linreg_learner		2	0	0	instantaneous	True	0.9	50	datasplit
3732	BasicLinearRCT	500	20	20	20	0	0.4	0	True	0.05	185429788	DataSplittingStrategy	0	linreg_learner		2	0	0	instantaneous	True	0.9	50	datasplit
3733	BasicLinearRCT	500	20	20	20	0	0.4	0	True	0.05	3126509324	DataSplittingStrategy	0	linreg_learner		2	0	0	instantaneous	True	0.9	50	datasplit
3734	BasicLinearRCT	500	20	20	20	0	0.4	0	True	0.05	707874257	DataSplittingStrategy	0	linreg_learner		2	0	0	instantaneous	True	0.9	50	datasplit
