dgp	n	d	s	rho	theta	tau	alpha	test_thresh	learner	subgroup_size	strategy	bonf_strategy	n_burn_in	margin_width	train_ratio	n_min	n_sims	task_id	random_seed
HeterogeneousLinearRCT	5000	100	5	0.2	0.3	-0.45	0.05	0	ridgecv_learner	0.1	Chiseling		0.3	0.5		30	100	3776	3120129284
HeterogeneousLinearRCT	5000	100	5	0.2	0.3	-0.45	0.05	0	ridgecv_learner	0.1	Chiseling		0.3	0.5		30	100	3777	3785802242
HeterogeneousLinearRCT	5000	100	5	0.2	0.3	-0.45	0.05	0	ridgecv_learner	0.1	Chiseling		0.3	0.5		30	100	3778	4259791296
HeterogeneousLinearRCT	5000	100	5	0.2	0.3	-0.45	0.05	0	ridgecv_learner	0.1	Chiseling		0.3	0.5		30	100	3779	1193580419
HeterogeneousLinearRCT	5000	100	5	0.2	0.3	-0.45	0.05	0	ridgecv_learner	0.1	Chiseling		0.3	0.5		30	100	3780	425966695
HeterogeneousLinearRCT	5000	100	5	0.2	0.3	-0.45	0.05	0	ridgecv_learner	0.1	Chiseling		0.3	0.5		30	100	3781	833025506
HeterogeneousLinearRCT	5000	100	5	0.2	0.3	-0.45	0.05	0	ridgecv_learner	0.1	Chiseling		0.3	0.5		30	100	3782	1724404959
HeterogeneousLinearRCT	5000	100	5	0.2	0.3	-0.45	0.05	0	ridgecv_learner	0.1	Chiseling		0.3	0.5		30	100	3783	3778783039
HeterogeneousLinearRCT	5000	100	5	0.2	0.3	-0.45	0.05	0	ridgecv_learner	0.1	Chiseling		0.3	0.5		30	100	3784	3436278633
HeterogeneousLinearRCT	5000	100	5	0.2	0.3	-0.45	0.05	0	ridgecv_learner	0.1	Chiseling		0.3	0.5		30	100	3785	2824200033
HeterogeneousLinearRCT	5000	100	5	0.2	0.3	-0.45	0.05	0	ridgecv_learner	0.1	Chiseling		0.3	0.5		30	100	3786	876326378
HeterogeneousLinearRCT	5000	100	5	0.2	0.3	-0.45	0.05	0	ridgecv_learner	0.1	Chiseling		0.3	0.5		30	100	3787	1335429592
HeterogeneousLinearRCT	5000	100	5	0.2	0.3	-0.45	0.05	0	ridgecv_learner	0.1	Chiseling		0.3	0.5		30	100	3788	2384071689
HeterogeneousLinearRCT	5000	100	5	0.2	0.3	-0.45	0.05	0	ridgecv_learner	0.1	Chiseling		0.3	0.5		30	100	3789	3188360596
HeterogeneousLinearRCT	5000	100	5	0.2	0.3	-0.45	0.05	0	ridgecv_learner	0.1	Chiseling		0.3	0.5		30	100	3790	3148517247
HeterogeneousLinearRCT	5000	100	5	0.2	0.3	-0.45	0.05	0	ridgecv_learner	0.1	Chiseling		0.3	0.5		30	100	3791	3500906797
HeterogeneousLinearRCT	5000	100	5	0.2	0.3	-0.45	0.05	0	ridgecv_learner	0.1	Chiseling		0.3	0.5		30	100	3792	2645637350
HeterogeneousLinearRCT	5000	100	5	0.2	0.3	-0.45	0.05	0	ridgecv_learner	0.1	Chiseling		0.3	0.5		30	100	3793	2641311450
HeterogeneousLinearRCT	5000	100	5	0.2	0.3	-0.45	0.05	0	ridgecv_learner	0.1	Chiseling		0.3	0.5		30	100	3794	807560090
HeterogeneousLinearRCT	5000	100	5	0.2	0.3	-0.45	0.05	0	ridgecv_learner	0.1	Chiseling		0.3	0.5		30	100	3795	2954439745
HeterogeneousLinearRCT	5000	100	5	0.2	0.3	-0.45	0.05	0	ridgecv_learner	0.1	Chiseling		0.3	0.5		30	100	3796	1526365096
HeterogeneousLinearRCT	5000	100	5	0.2	0.3	-0.45	0.05	0	ridgecv_learner	0.1	Chiseling		0.3	0.5		30	100	3797	1611729007
HeterogeneousLinearRCT	5000	100	5	0.2	0.3	-0.45	0.05	0	ridgecv_learner	0.1	Chiseling		0.3	0.5		30	100	3798	3366360076
HeterogeneousLinearRCT	5000	100	5	0.2	0.3	-0.45	0.05	0	ridgecv_learner	0.1	Chiseling		0.3	0.5		30	100	3799	2313680264
HeterogeneousLinearRCT	5000	100	5	0.2	0.3	-0.45	0.05	0	ridgecv_learner	0.1	Chiseling		0.3	1.0		30	100	3800	2380384755
HeterogeneousLinearRCT	5000	100	5	0.2	0.3	-0.45	0.05	0	ridgecv_learner	0.1	Chiseling		0.3	1.0		30	100	3801	2251246499
HeterogeneousLinearRCT	5000	100	5	0.2	0.3	-0.45	0.05	0	ridgecv_learner	0.1	Chiseling		0.3	1.0		30	100	3802	22461013
HeterogeneousLinearRCT	5000	100	5	0.2	0.3	-0.45	0.05	0	ridgecv_learner	0.1	Chiseling		0.3	1.0		30	100	3803	3642337513
HeterogeneousLinearRCT	5000	100	5	0.2	0.3	-0.45	0.05	0	ridgecv_learner	0.1	Chiseling		0.3	1.0		30	100	3804	3268430425
HeterogeneousLinearRCT	5000	100	5	0.2	0.3	-0.45	0.05	0	ridgecv_learner	0.1	Chiseling		0.3	1.0		30	100	3805	3607617849
HeterogeneousLinearRCT	5000	100	5	0.2	0.3	-0.45	0.05	0	ridgecv_learner	0.1	Chiseling		0.3	1.0		30	100	3806	151661109
HeterogeneousLinearRCT	5000	100	5	0.2	0.3	-0.45	0.05	0	ridgecv_learner	0.1	Chiseling		0.3	1.0		30	100	3807	3576335371
HeterogeneousLinearRCT	5000	100	5	0.2	0.3	-0.45	0.05	0	ridgecv_learner	0.1	Chiseling		0.3	1.0		30	100	3808	3202902224
HeterogeneousLinearRCT	5000	100	5	0.2	0.3	-0.45	0.05	0	ridgecv_learner	0.1	Chiseling		0.3	1.0		30	100	3809	47380429
HeterogeneousLinearRCT	5000	100	5	0.2	0.3	-0.45	0.05	0	ridgecv_learner	0.1	Chiseling		0.3	1.0		30	100	3810	869647373
HeterogeneousLinearRCT	5000	100	5	0.2	0.3	-0.45	0.05	0	ridgecv_learner	0.1	Chiseling		0.3	1.0		30	100	3811	3219273336
HeterogeneousLinearRCT	5000	100	5	0.2	0.3	-0.45	0.05	0	ridgecv_learner	0.1	Chiseling		0.3	1.0		30	100	3812	4114894241
HeterogeneousLinearRCT	5000	100	5	0.2	0.3	-0.45	0.05	0	ridgecv_learner	0.1	Chiseling		0.3	1.0		30	100	3813	3258490292
HeterogeneousLinearRCT	5000	100	5	0.2	0.3	-0.45	0.05	0	ridgecv_learner	0.1	Chiseling		0.3	1.0		30	100	3814	1580293496
HeterogeneousLinearRCT	5000	100	5	0.2	0.3	-0.45	0.05	0	ridgecv_learner	0.1	Chiseling		0.3	1.0		30	100	3815	2913614867
HeterogeneousLinearRCT	5000	100	5	0.2	0.3	-0.45	0.05	0	ridgecv_learner	0.1	Chiseling		0.3	1.0		30	100	3816	1404160586
HeterogeneousLinearRCT	5000	100	5	0.2	0.3	-0.45	0.05	0	ridgecv_learner	0.1	Chiseling		0.3	1.0		30	100	3817	3248131983
HeterogeneousLinearRCT	5000	100	5	0.2	0.3	-0.45	0.05	0	ridgecv_learner	0.1	Chiseling		0.3	1.0		30	100	3818	639469298
HeterogeneousLinearRCT	5000	100	5	0.2	0.3	-0.45	0.05	0	ridgecv_learner	0.1	Chiseling		0.3	1.0		30	100	3819	3616235230
HeterogeneousLinearRCT	5000	100	5	0.2	0.3	-0.45	0.05	0	ridgecv_learner	0.1	Chiseling		0.3	1.0		30	100	3820	1312560118
HeterogeneousLinearRCT	5000	100	5	0.2	0.3	-0.45	0.05	0	ridgecv_learner	0.1	Chiseling		0.3	1.0		30	100	3821	2020004933
HeterogeneousLinearRCT	5000	100	5	0.2	0.3	-0.45	0.05	0	ridgecv_learner	0.1	Chiseling		0.3	1.0		30	100	3822	3765186359
HeterogeneousLinearRCT	5000	100	5	0.2	0.3	-0.45	0.05	0	ridgecv_learner	0.1	Chiseling		0.3	1.0		30	100	3823	2156289234
HeterogeneousLinearRCT	5000	100	5	0.2	0.3	-0.45	0.05	0	ridgecv_learner	0.1	Chiseling		0.3	1.0		30	100	3824	4279223396
HeterogeneousLinearRCT	5000	100	5	0.2	0.3	-0.45	0.05	0	ridgecv_learner	0.1	Chiseling		0.4	0.0		30	100	3825	535642809
HeterogeneousLinearRCT	5000	100	5	0.2	0.3	-0.45	0.05	0	ridgecv_learner	0.1	Chiseling		0.4	0.0		30	100	3826	1581877379
HeterogeneousLinearRCT	5000	100	5	0.2	0.3	-0.45	0.05	0	ridgecv_learner	0.1	Chiseling		0.4	0.0		30	100	3827	1655176814
HeterogeneousLinearRCT	5000	100	5	0.2	0.3	-0.45	0.05	0	ridgecv_learner	0.1	Chiseling		0.4	0.0		30	100	3828	1926767996
HeterogeneousLinearRCT	5000	100	5	0.2	0.3	-0.45	0.05	0	ridgecv_learner	0.1	Chiseling		0.4	0.0		30	100	3829	2763232387
HeterogeneousLinearRCT	5000	100	5	0.2	0.3	-0.45	0.05	0	ridgecv_learner	0.1	Chiseling		0.4	0.0		30	100	3830	3101271059
HeterogeneousLinearRCT	5000	100	5	0.2	0.3	-0.45	0.05	0	ridgecv_learner	0.1	Chiseling		0.4	0.0		30	100	3831	3351791497
HeterogeneousLinearRCT	5000	100	5	0.2	0.3	-0.45	0.05	0	ridgecv_learner	0.1	Chiseling		0.4	0.0		30	100	3832	3806181911
HeterogeneousLinearRCT	5000	100	5	0.2	0.3	-0.45	0.05	0	ridgecv_learner	0.1	Chiseling		0.4	0.0		30	100	3833	932905973
HeterogeneousLinearRCT	5000	100	5	0.2	0.3	-0.45	0.05	0	ridgecv_learner	0.1	Chiseling		0.4	0.0		30	100	3834	2547106018
HeterogeneousLinearRCT	5000	100	5	0.2	0.3	-0.45	0.05	0	ridgecv_learner	0.1	Chiseling		0.4	0.0		30	100	3835	591944857
HeterogeneousLinearRCT	5000	100	5	0.2	0.3	-0.45	0.05	0	ridgecv_learner	0.1	Chiseling		0.4	0.0		30	100	3836	1681590052
HeterogeneousLinearRCT	5000	100	5	0.2	0.3	-0.45	0.05	0	ridgecv_learner	0.1	Chiseling		0.4	0.0		30	100	3837	2847743717
HeterogeneousLinearRCT	5000	100	5	0.2	0.3	-0.45	0.05	0	ridgecv_learner	0.1	Chiseling		0.4	0.0		30	100	3838	1772197332
HeterogeneousLinearRCT	5000	100	5	0.2	0.3	-0.45	0.05	0	ridgecv_learner	0.1	Chiseling		0.4	0.0		30	100	3839	8074037
HeterogeneousLinearRCT	5000	100	5	0.2	0.3	-0.45	0.05	0	ridgecv_learner	0.1	Chiseling		0.4	0.0		30	100	3840	2987657191
HeterogeneousLinearRCT	5000	100	5	0.2	0.3	-0.45	0.05	0	ridgecv_learner	0.1	Chiseling		0.4	0.0		30	100	3841	766104422
HeterogeneousLinearRCT	5000	100	5	0.2	0.3	-0.45	0.05	0	ridgecv_learner	0.1	Chiseling		0.4	0.0		30	100	3842	13822356
HeterogeneousLinearRCT	5000	100	5	0.2	0.3	-0.45	0.05	0	ridgecv_learner	0.1	Chiseling		0.4	0.0		30	100	3843	124860617
HeterogeneousLinearRCT	5000	100	5	0.2	0.3	-0.45	0.05	0	ridgecv_learner	0.1	Chiseling		0.4	0.0		30	100	3844	2661115941
HeterogeneousLinearRCT	5000	100	5	0.2	0.3	-0.45	0.05	0	ridgecv_learner	0.1	Chiseling		0.4	0.0		30	100	3845	716766125
HeterogeneousLinearRCT	5000	100	5	0.2	0.3	-0.45	0.05	0	ridgecv_learner	0.1	Chiseling		0.4	0.0		30	100	3846	1526830851
HeterogeneousLinearRCT	5000	100	5	0.2	0.3	-0.45	0.05	0	ridgecv_learner	0.1	Chiseling		0.4	0.0		30	100	3847	778760379
HeterogeneousLinearRCT	5000	100	5	0.2	0.3	-0.45	0.05	0	ridgecv_learner	0.1	Chiseling		0.4	0.0		30	100	3848	3411051576
HeterogeneousLinearRCT	5000	100	5	0.2	0.3	-0.45	0.05	0	ridgecv_learner	0.1	Chiseling		0.4	0.0		30	100	3849	1665045420
HeterogeneousLinearRCT	5000	100	5	0.2	0.3	-0.45	0.05	0	ridgecv_learner	0.1	Chiseling		0.4	0.5		30	100	3850	399391763
HeterogeneousLinearRCT	5000	100	5	0.2	0.3	-0.45	0.05	0	ridgecv_learner	0.1	Chiseling		0.4	0.5		30	100	3851	1727981840
HeterogeneousLinearRCT	5000	100	5	0.2	0.3	-0.45	0.05	0	ridgecv_learner	0.1	Chiseling		0.4	0.5		30	100	3852	2526309494
HeterogeneousLinearRCT	5000	100	5	0.2	0.3	-0.45	0.05	0	ridgecv_learner	0.1	Chiseling		0.4	0.5		30	100	3853	3754928710
HeterogeneousLinearRCT	5000	100	5	0.2	0.3	-0.45	0.05	0	ridgecv_learner	0.1	Chiseling		0.4	0.5		30	100	3854	2065762819
HeterogeneousLinearRCT	5000	100	5	0.2	0.3	-0.45	0.05	0	ridgecv_learner	0.1	Chiseling		0.4	0.5		30	100	3855	2190904540
HeterogeneousLinearRCT	5000	100	5	0.2	0.3	-0.45	0.05	0	ridgecv_learner	0.1	Chiseling		0.4	0.5		30	100	3856	2758767117
HeterogeneousLinearRCT	5000	100	5	0.2	0.3	-0.45	0.05	0	ridgecv_learner	0.1	Chiseling		0.4	0.5		30	100	3857	3106999810
HeterogeneousLinearRCT	5000	100	5	0.2	0.3	-0.45	0.05	0	ridgecv_learner	0.1	Chiseling		0.4	0.5		30	100	3858	278544087
HeterogeneousLinearRCT	5000	100	5	0.2	0.3	-0.45	0.05	0	ridgecv_learner	0.1	Chiseling		0.4	0.5		30	100	3859	447266532
HeterogeneousLinearRCT	5000	100	5	0.2	0.3	-0.45	0.05	0	ridgecv_learner	0.1	Chiseling		0.4	0.5		30	100	3860	2491011407
HeterogeneousLinearRCT	5000	100	5	0.2	0.3	-0.45	0.05	0	ridgecv_learner	0.1	Chiseling		0.4	0.5		30	100	3861	968252089
HeterogeneousLinearRCT	5000	100	5	0.2	0.3	-0.45	0.05	0	ridgecv_learner	0.1	Chiseling		0.4	0.5		30	100	3862	2411557942
HeterogeneousLinearRCT	5000	100	5	0.2	0.3	-0.45	0.05	0	ridgecv_learner	0.1	Chiseling		0.4	0.5		30	100	3863	3019119091
HeterogeneousLinearRCT	5000	100	5	0.2	0.3	-0.45	0.05	0	ridgecv_learner	0.1	Chiseling		0.4	0.5		30	100	3864	2408016771
HeterogeneousLinearRCT	5000	100	5	0.2	0.3	-0.45	0.05	0	ridgecv_learner	0.1	Chiseling		0.4	0.5		30	100	3865	226791287
HeterogeneousLinearRCT	5000	100	5	0.2	0.3	-0.45	0.05	0	ridgecv_learner	0.1	Chiseling		0.4	0.5		30	100	3866	2591959805
HeterogeneousLinearRCT	5000	100	5	0.2	0.3	-0.45	0.05	0	ridgecv_learner	0.1	Chiseling		0.4	0.5		30	100	3867	2089921047
HeterogeneousLinearRCT	5000	100	5	0.2	0.3	-0.45	0.05	0	ridgecv_learner	0.1	Chiseling		0.4	0.5		30	100	3868	2905407649
HeterogeneousLinearRCT	5000	100	5	0.2	0.3	-0.45	0.05	0	ridgecv_learner	0.1	Chiseling		0.4	0.5		30	100	3869	2574270109
HeterogeneousLinearRCT	5000	100	5	0.2	0.3	-0.45	0.05	0	ridgecv_learner	0.1	Chiseling		0.4	0.5		30	100	3870	3457401425
HeterogeneousLinearRCT	5000	100	5	0.2	0.3	-0.45	0.05	0	ridgecv_learner	0.1	Chiseling		0.4	0.5		30	100	3871	2586195858
HeterogeneousLinearRCT	5000	100	5	0.2	0.3	-0.45	0.05	0	ridgecv_learner	0.1	Chiseling		0.4	0.5		30	100	3872	1158871198
HeterogeneousLinearRCT	5000	100	5	0.2	0.3	-0.45	0.05	0	ridgecv_learner	0.1	Chiseling		0.4	0.5		30	100	3873	98495675
HeterogeneousLinearRCT	5000	100	5	0.2	0.3	-0.45	0.05	0	ridgecv_learner	0.1	Chiseling		0.4	0.5		30	100	3874	3543560251
HeterogeneousLinearRCT	5000	100	5	0.2	0.3	-0.45	0.05	0	ridgecv_learner	0.1	Chiseling		0.4	1.0		30	100	3875	1383443346
HeterogeneousLinearRCT	5000	100	5	0.2	0.3	-0.45	0.05	0	ridgecv_learner	0.1	Chiseling		0.4	1.0		30	100	3876	2139991856
HeterogeneousLinearRCT	5000	100	5	0.2	0.3	-0.45	0.05	0	ridgecv_learner	0.1	Chiseling		0.4	1.0		30	100	3877	2733706558
HeterogeneousLinearRCT	5000	100	5	0.2	0.3	-0.45	0.05	0	ridgecv_learner	0.1	Chiseling		0.4	1.0		30	100	3878	330962797
HeterogeneousLinearRCT	5000	100	5	0.2	0.3	-0.45	0.05	0	ridgecv_learner	0.1	Chiseling		0.4	1.0		30	100	3879	639949010
HeterogeneousLinearRCT	5000	100	5	0.2	0.3	-0.45	0.05	0	ridgecv_learner	0.1	Chiseling		0.4	1.0		30	100	3880	251474325
HeterogeneousLinearRCT	5000	100	5	0.2	0.3	-0.45	0.05	0	ridgecv_learner	0.1	Chiseling		0.4	1.0		30	100	3881	2986787479
HeterogeneousLinearRCT	5000	100	5	0.2	0.3	-0.45	0.05	0	ridgecv_learner	0.1	Chiseling		0.4	1.0		30	100	3882	1435542636
HeterogeneousLinearRCT	5000	100	5	0.2	0.3	-0.45	0.05	0	ridgecv_learner	0.1	Chiseling		0.4	1.0		30	100	3883	3203724363
HeterogeneousLinearRCT	5000	100	5	0.2	0.3	-0.45	0.05	0	ridgecv_learner	0.1	Chiseling		0.4	1.0		30	100	3884	3371106845
HeterogeneousLinearRCT	5000	100	5	0.2	0.3	-0.45	0.05	0	ridgecv_learner	0.1	Chiseling		0.4	1.0		30	100	3885	4217525561
HeterogeneousLinearRCT	5000	100	5	0.2	0.3	-0.45	0.05	0	ridgecv_learner	0.1	Chiseling		0.4	1.0		30	100	3886	3039466469
HeterogeneousLinearRCT	5000	100	5	0.2	0.3	-0.45	0.05	0	ridgecv_learner	0.1	Chiseling		0.4	1.0		30	100	3887	901264500
HeterogeneousLinearRCT	5000	100	5	0.2	0.3	-0.45	0.05	0	ridgecv_learner	0.1	Chiseling		0.4	1.0		30	100	3888	3387075486
HeterogeneousLinearRCT	5000	100	5	0.2	0.3	-0.45	0.05	0	ridgecv_learner	0.1	Chiseling		0.4	1.0		30	100	3889	3543909219
HeterogeneousLinearRCT	5000	100	5	0.2	0.3	-0.45	0.05	0	ridgecv_learner	0.1	Chiseling		0.4	1.0		30	100	3890	2221653695
HeterogeneousLinearRCT	5000	100	5	0.2	0.3	-0.45	0.05	0	ridgecv_learner	0.1	Chiseling		0.4	1.0		30	100	3891	2234656786
HeterogeneousLinearRCT	5000	100	5	0.2	0.3	-0.45	0.05	0	ridgecv_learner	0.1	Chiseling		0.4	1.0		30	100	3892	1890640303
HeterogeneousLinearRCT	5000	100	5	0.2	0.3	-0.45	0.05	0	ridgecv_learner	0.1	Chiseling		0.4	1.0		30	100	3893	1604009644
HeterogeneousLinearRCT	5000	100	5	0.2	0.3	-0.45	0.05	0	ridgecv_learner	0.1	Chiseling		0.4	1.0		30	100	3894	633303779
HeterogeneousLinearRCT	5000	100	5	0.2	0.3	-0.45	0.05	0	ridgecv_learner	0.1	Chiseling		0.4	1.0		30	100	3895	525604189
HeterogeneousLinearRCT	5000	100	5	0.2	0.3	-0.45	0.05	0	ridgecv_learner	0.1	Chiseling		0.4	1.0		30	100	3896	1409577142
HeterogeneousLinearRCT	5000	100	5	0.2	0.3	-0.45	0.05	0	ridgecv_learner	0.1	Chiseling		0.4	1.0		30	100	3897	3158972528
HeterogeneousLinearRCT	5000	100	5	0.2	0.3	-0.45	0.05	0	ridgecv_learner	0.1	Chiseling		0.4	1.0		30	100	3898	1864098998
HeterogeneousLinearRCT	5000	100	5	0.2	0.3	-0.45	0.05	0	ridgecv_learner	0.1	Chiseling		0.4	1.0		30	100	3899	1013000672
HeterogeneousLinearRCT	5000	100	5	0.2	0.3	-0.45	0.05	0	ridgecv_learner	0.1	Chiseling		0.5	0.0		30	100	3900	380535953
HeterogeneousLinearRCT	5000	100	5	0.2	0.3	-0.45	0.05	0	ridgecv_learner	0.1	Chiseling		0.5	0.0		30	100	3901	1595245374
HeterogeneousLinearRCT	5000	100	5	0.2	0.3	-0.45	0.05	0	ridgecv_learner	0.1	Chiseling		0.5	0.0		30	100	3902	947521139
HeterogeneousLinearRCT	5000	100	5	0.2	0.3	-0.45	0.05	0	ridgecv_learner	0.1	Chiseling		0.5	0.0		30	100	3903	268616816
HeterogeneousLinearRCT	5000	100	5	0.2	0.3	-0.45	0.05	0	ridgecv_learner	0.1	Chiseling		0.5	0.0		30	100	3904	2569358074
HeterogeneousLinearRCT	5000	100	5	0.2	0.3	-0.45	0.05	0	ridgecv_learner	0.1	Chiseling		0.5	0.0		30	100	3905	3441844699
HeterogeneousLinearRCT	5000	100	5	0.2	0.3	-0.45	0.05	0	ridgecv_learner	0.1	Chiseling		0.5	0.0		30	100	3906	3159649018
HeterogeneousLinearRCT	5000	100	5	0.2	0.3	-0.45	0.05	0	ridgecv_learner	0.1	Chiseling		0.5	0.0		30	100	3907	3292472622
HeterogeneousLinearRCT	5000	100	5	0.2	0.3	-0.45	0.05	0	ridgecv_learner	0.1	Chiseling		0.5	0.0		30	100	3908	4287869898
HeterogeneousLinearRCT	5000	100	5	0.2	0.3	-0.45	0.05	0	ridgecv_learner	0.1	Chiseling		0.5	0.0		30	100	3909	3150855992
HeterogeneousLinearRCT	5000	100	5	0.2	0.3	-0.45	0.05	0	ridgecv_learner	0.1	Chiseling		0.5	0.0		30	100	3910	4007691259
HeterogeneousLinearRCT	5000	100	5	0.2	0.3	-0.45	0.05	0	ridgecv_learner	0.1	Chiseling		0.5	0.0		30	100	3911	1286100085
HeterogeneousLinearRCT	5000	100	5	0.2	0.3	-0.45	0.05	0	ridgecv_learner	0.1	Chiseling		0.5	0.0		30	100	3912	2759796524
HeterogeneousLinearRCT	5000	100	5	0.2	0.3	-0.45	0.05	0	ridgecv_learner	0.1	Chiseling		0.5	0.0		30	100	3913	745091232
HeterogeneousLinearRCT	5000	100	5	0.2	0.3	-0.45	0.05	0	ridgecv_learner	0.1	Chiseling		0.5	0.0		30	100	3914	1809246608
HeterogeneousLinearRCT	5000	100	5	0.2	0.3	-0.45	0.05	0	ridgecv_learner	0.1	Chiseling		0.5	0.0		30	100	3915	2738270405
HeterogeneousLinearRCT	5000	100	5	0.2	0.3	-0.45	0.05	0	ridgecv_learner	0.1	Chiseling		0.5	0.0		30	100	3916	2732360963
HeterogeneousLinearRCT	5000	100	5	0.2	0.3	-0.45	0.05	0	ridgecv_learner	0.1	Chiseling		0.5	0.0		30	100	3917	2131018387
HeterogeneousLinearRCT	5000	100	5	0.2	0.3	-0.45	0.05	0	ridgecv_learner	0.1	Chiseling		0.5	0.0		30	100	3918	3374348015
HeterogeneousLinearRCT	5000	100	5	0.2	0.3	-0.45	0.05	0	ridgecv_learner	0.1	Chiseling		0.5	0.0		30	100	3919	765588526
HeterogeneousLinearRCT	5000	100	5	0.2	0.3	-0.45	0.05	0	ridgecv_learner	0.1	Chiseling		0.5	0.0		30	100	3920	508250074
HeterogeneousLinearRCT	5000	100	5	0.2	0.3	-0.45	0.05	0	ridgecv_learner	0.1	Chiseling		0.5	0.0		30	100	3921	2945966478
HeterogeneousLinearRCT	5000	100	5	0.2	0.3	-0.45	0.05	0	ridgecv_learner	0.1	Chiseling		0.5	0.0		30	100	3922	1760528069
HeterogeneousLinearRCT	5000	100	5	0.2	0.3	-0.45	0.05	0	ridgecv_learner	0.1	Chiseling		0.5	0.0		30	100	3923	4256855598
HeterogeneousLinearRCT	5000	100	5	0.2	0.3	-0.45	0.05	0	ridgecv_learner	0.1	Chiseling		0.5	0.0		30	100	3924	3606923341
HeterogeneousLinearRCT	5000	100	5	0.2	0.3	-0.45	0.05	0	ridgecv_learner	0.1	Chiseling		0.5	0.5		30	100	3925	3209283707
HeterogeneousLinearRCT	5000	100	5	0.2	0.3	-0.45	0.05	0	ridgecv_learner	0.1	Chiseling		0.5	0.5		30	100	3926	1648549962
HeterogeneousLinearRCT	5000	100	5	0.2	0.3	-0.45	0.05	0	ridgecv_learner	0.1	Chiseling		0.5	0.5		30	100	3927	3178217318
HeterogeneousLinearRCT	5000	100	5	0.2	0.3	-0.45	0.05	0	ridgecv_learner	0.1	Chiseling		0.5	0.5		30	100	3928	2456172680
HeterogeneousLinearRCT	5000	100	5	0.2	0.3	-0.45	0.05	0	ridgecv_learner	0.1	Chiseling		0.5	0.5		30	100	3929	4081562201
HeterogeneousLinearRCT	5000	100	5	0.2	0.3	-0.45	0.05	0	ridgecv_learner	0.1	Chiseling		0.5	0.5		30	100	3930	2524450191
HeterogeneousLinearRCT	5000	100	5	0.2	0.3	-0.45	0.05	0	ridgecv_learner	0.1	Chiseling		0.5	0.5		30	100	3931	871605060
HeterogeneousLinearRCT	5000	100	5	0.2	0.3	-0.45	0.05	0	ridgecv_learner	0.1	Chiseling		0.5	0.5		30	100	3932	792319480
HeterogeneousLinearRCT	5000	100	5	0.2	0.3	-0.45	0.05	0	ridgecv_learner	0.1	Chiseling		0.5	0.5		30	100	3933	2429018611
HeterogeneousLinearRCT	5000	100	5	0.2	0.3	-0.45	0.05	0	ridgecv_learner	0.1	Chiseling		0.5	0.5		30	100	3934	1555789372
HeterogeneousLinearRCT	5000	100	5	0.2	0.3	-0.45	0.05	0	ridgecv_learner	0.1	Chiseling		0.5	0.5		30	100	3935	4207550601
HeterogeneousLinearRCT	5000	100	5	0.2	0.3	-0.45	0.05	0	ridgecv_learner	0.1	Chiseling		0.5	0.5		30	100	3936	1436715057
HeterogeneousLinearRCT	5000	100	5	0.2	0.3	-0.45	0.05	0	ridgecv_learner	0.1	Chiseling		0.5	0.5		30	100	3937	709932802
HeterogeneousLinearRCT	5000	100	5	0.2	0.3	-0.45	0.05	0	ridgecv_learner	0.1	Chiseling		0.5	0.5		30	100	3938	112513996
HeterogeneousLinearRCT	5000	100	5	0.2	0.3	-0.45	0.05	0	ridgecv_learner	0.1	Chiseling		0.5	0.5		30	100	3939	3007559274
HeterogeneousLinearRCT	5000	100	5	0.2	0.3	-0.45	0.05	0	ridgecv_learner	0.1	Chiseling		0.5	0.5		30	100	3940	103902832
HeterogeneousLinearRCT	5000	100	5	0.2	0.3	-0.45	0.05	0	ridgecv_learner	0.1	Chiseling		0.5	0.5		30	100	3941	2516035421
HeterogeneousLinearRCT	5000	100	5	0.2	0.3	-0.45	0.05	0	ridgecv_learner	0.1	Chiseling		0.5	0.5		30	100	3942	3572111613
HeterogeneousLinearRCT	5000	100	5	0.2	0.3	-0.45	0.05	0	ridgecv_learner	0.1	Chiseling		0.5	0.5		30	100	3943	2518908533
HeterogeneousLinearRCT	5000	100	5	0.2	0.3	-0.45	0.05	0	ridgecv_learner	0.1	Chiseling		0.5	0.5		30	100	3944	1172830188
HeterogeneousLinearRCT	5000	100	5	0.2	0.3	-0.45	0.05	0	ridgecv_learner	0.1	Chiseling		0.5	0.5		30	100	3945	2996472517
HeterogeneousLinearRCT	5000	100	5	0.2	0.3	-0.45	0.05	0	ridgecv_learner	0.1	Chiseling		0.5	0.5		30	100	3946	2225131344
HeterogeneousLinearRCT	5000	100	5	0.2	0.3	-0.45	0.05	0	ridgecv_learner	0.1	Chiseling		0.5	0.5		30	100	3947	3992674298
HeterogeneousLinearRCT	5000	100	5	0.2	0.3	-0.45	0.05	0	ridgecv_learner	0.1	Chiseling		0.5	0.5		30	100	3948	1283016556
HeterogeneousLinearRCT	5000	100	5	0.2	0.3	-0.45	0.05	0	ridgecv_learner	0.1	Chiseling		0.5	0.5		30	100	3949	3361163826
HeterogeneousLinearRCT	5000	100	5	0.2	0.3	-0.45	0.05	0	ridgecv_learner	0.1	Chiseling		0.5	1.0		30	100	3950	4040186612
HeterogeneousLinearRCT	5000	100	5	0.2	0.3	-0.45	0.05	0	ridgecv_learner	0.1	Chiseling		0.5	1.0		30	100	3951	241102738
