dgp	benchtm_path	n	scenario	outcome_transform	alpha	test_thresh	learner	strategy	reveal_batch_prop	refit_batch_prop	train_ratio	n_burn_in	margin_width	reveal_batch_size	refit_batch_size	n_sims	task_id	random_seed
BenchTM	/n/holylabs/janson_lab/Users/ncheng/chiseling/benchtm/processed_output/	833	10	aipw_intercept_fair	0.05	0	causal_random_forest_learner	DataSplittingStrategy			0.6					500	2626	3510267193
BenchTM	/n/holylabs/janson_lab/Users/ncheng/chiseling/benchtm/processed_output/	833	10	aipw_intercept_fair	0.05	0	causal_random_forest_learner	DataSplittingStrategy			0.6					500	2627	3366535189
BenchTM	/n/holylabs/janson_lab/Users/ncheng/chiseling/benchtm/processed_output/	833	10	aipw_intercept_fair	0.05	0	causal_random_forest_learner	DataSplittingStrategy			0.6					500	2628	1942692249
BenchTM	/n/holylabs/janson_lab/Users/ncheng/chiseling/benchtm/processed_output/	833	10	aipw_intercept_fair	0.05	0	causal_random_forest_learner	DataSplittingStrategy			0.6					500	2629	2065466238
BenchTM	/n/holylabs/janson_lab/Users/ncheng/chiseling/benchtm/processed_output/	833	10	aipw_intercept_fair	0.05	0	causal_random_forest_learner	DataSplittingStrategy			0.7					500	2630	2764145154
BenchTM	/n/holylabs/janson_lab/Users/ncheng/chiseling/benchtm/processed_output/	833	10	aipw_intercept_fair	0.05	0	causal_random_forest_learner	DataSplittingStrategy			0.7					500	2631	175037566
BenchTM	/n/holylabs/janson_lab/Users/ncheng/chiseling/benchtm/processed_output/	833	10	aipw_intercept_fair	0.05	0	causal_random_forest_learner	DataSplittingStrategy			0.7					500	2632	2260882216
BenchTM	/n/holylabs/janson_lab/Users/ncheng/chiseling/benchtm/processed_output/	833	10	aipw_intercept_fair	0.05	0	causal_random_forest_learner	DataSplittingStrategy			0.7					500	2633	704372411
BenchTM	/n/holylabs/janson_lab/Users/ncheng/chiseling/benchtm/processed_output/	833	10	aipw_intercept_fair	0.05	0	causal_random_forest_learner	DataSplittingStrategy			0.7					500	2634	3142153065
BenchTM	/n/holylabs/janson_lab/Users/ncheng/chiseling/benchtm/processed_output/	833	10	aipw_intercept_fair	0.05	0	causal_random_forest_learner	DataSplittingStrategy			0.8					500	2635	1883803661
BenchTM	/n/holylabs/janson_lab/Users/ncheng/chiseling/benchtm/processed_output/	833	10	aipw_intercept_fair	0.05	0	causal_random_forest_learner	DataSplittingStrategy			0.8					500	2636	350598090
BenchTM	/n/holylabs/janson_lab/Users/ncheng/chiseling/benchtm/processed_output/	833	10	aipw_intercept_fair	0.05	0	causal_random_forest_learner	DataSplittingStrategy			0.8					500	2637	3113106385
BenchTM	/n/holylabs/janson_lab/Users/ncheng/chiseling/benchtm/processed_output/	833	10	aipw_intercept_fair	0.05	0	causal_random_forest_learner	DataSplittingStrategy			0.8					500	2638	259210229
BenchTM	/n/holylabs/janson_lab/Users/ncheng/chiseling/benchtm/processed_output/	833	10	aipw_intercept_fair	0.05	0	causal_random_forest_learner	DataSplittingStrategy			0.8					500	2639	2548112395
BenchTM	/n/holylabs/janson_lab/Users/ncheng/chiseling/benchtm/processed_output/	833	10	aipw_intercept_fair	0.05	0	causal_random_forest_learner	DataSplittingStrategy			0.9					500	2640	1061300310
BenchTM	/n/holylabs/janson_lab/Users/ncheng/chiseling/benchtm/processed_output/	833	10	aipw_intercept_fair	0.05	0	causal_random_forest_learner	DataSplittingStrategy			0.9					500	2641	2792992267
BenchTM	/n/holylabs/janson_lab/Users/ncheng/chiseling/benchtm/processed_output/	833	10	aipw_intercept_fair	0.05	0	causal_random_forest_learner	DataSplittingStrategy			0.9					500	2642	685239180
BenchTM	/n/holylabs/janson_lab/Users/ncheng/chiseling/benchtm/processed_output/	833	10	aipw_intercept_fair	0.05	0	causal_random_forest_learner	DataSplittingStrategy			0.9					500	2643	2058487320
BenchTM	/n/holylabs/janson_lab/Users/ncheng/chiseling/benchtm/processed_output/	833	10	aipw_intercept_fair	0.05	0	causal_random_forest_learner	DataSplittingStrategy			0.9					500	2644	3744281900
BenchTM	/n/holylabs/janson_lab/Users/ncheng/chiseling/benchtm/processed_output/	833	10	aipw_intercept_fair	0.05	0	causal_random_forest_learner	SimulDataSplittingStrategy			0.1					500	2645	2644591858
BenchTM	/n/holylabs/janson_lab/Users/ncheng/chiseling/benchtm/processed_output/	833	10	aipw_intercept_fair	0.05	0	causal_random_forest_learner	SimulDataSplittingStrategy			0.1					500	2646	941516921
BenchTM	/n/holylabs/janson_lab/Users/ncheng/chiseling/benchtm/processed_output/	833	10	aipw_intercept_fair	0.05	0	causal_random_forest_learner	SimulDataSplittingStrategy			0.1					500	2647	1413119122
BenchTM	/n/holylabs/janson_lab/Users/ncheng/chiseling/benchtm/processed_output/	833	10	aipw_intercept_fair	0.05	0	causal_random_forest_learner	SimulDataSplittingStrategy			0.1					500	2648	4191309366
BenchTM	/n/holylabs/janson_lab/Users/ncheng/chiseling/benchtm/processed_output/	833	10	aipw_intercept_fair	0.05	0	causal_random_forest_learner	SimulDataSplittingStrategy			0.1					500	2649	2019418861
BenchTM	/n/holylabs/janson_lab/Users/ncheng/chiseling/benchtm/processed_output/	833	10	aipw_intercept_fair	0.05	0	causal_random_forest_learner	SimulDataSplittingStrategy			0.2					500	2650	1446956387
BenchTM	/n/holylabs/janson_lab/Users/ncheng/chiseling/benchtm/processed_output/	833	10	aipw_intercept_fair	0.05	0	causal_random_forest_learner	SimulDataSplittingStrategy			0.2					500	2651	3196654252
BenchTM	/n/holylabs/janson_lab/Users/ncheng/chiseling/benchtm/processed_output/	833	10	aipw_intercept_fair	0.05	0	causal_random_forest_learner	SimulDataSplittingStrategy			0.2					500	2652	782190471
BenchTM	/n/holylabs/janson_lab/Users/ncheng/chiseling/benchtm/processed_output/	833	10	aipw_intercept_fair	0.05	0	causal_random_forest_learner	SimulDataSplittingStrategy			0.2					500	2653	3744493276
BenchTM	/n/holylabs/janson_lab/Users/ncheng/chiseling/benchtm/processed_output/	833	10	aipw_intercept_fair	0.05	0	causal_random_forest_learner	SimulDataSplittingStrategy			0.2					500	2654	3391729270
BenchTM	/n/holylabs/janson_lab/Users/ncheng/chiseling/benchtm/processed_output/	833	10	aipw_intercept_fair	0.05	0	causal_random_forest_learner	SimulDataSplittingStrategy			0.3					500	2655	1862535476
BenchTM	/n/holylabs/janson_lab/Users/ncheng/chiseling/benchtm/processed_output/	833	10	aipw_intercept_fair	0.05	0	causal_random_forest_learner	SimulDataSplittingStrategy			0.3					500	2656	2829128374
BenchTM	/n/holylabs/janson_lab/Users/ncheng/chiseling/benchtm/processed_output/	833	10	aipw_intercept_fair	0.05	0	causal_random_forest_learner	SimulDataSplittingStrategy			0.3					500	2657	187525407
BenchTM	/n/holylabs/janson_lab/Users/ncheng/chiseling/benchtm/processed_output/	833	10	aipw_intercept_fair	0.05	0	causal_random_forest_learner	SimulDataSplittingStrategy			0.3					500	2658	2139734322
BenchTM	/n/holylabs/janson_lab/Users/ncheng/chiseling/benchtm/processed_output/	833	10	aipw_intercept_fair	0.05	0	causal_random_forest_learner	SimulDataSplittingStrategy			0.3					500	2659	694378283
BenchTM	/n/holylabs/janson_lab/Users/ncheng/chiseling/benchtm/processed_output/	833	10	aipw_intercept_fair	0.05	0	causal_random_forest_learner	SimulDataSplittingStrategy			0.4					500	2660	2385268305
BenchTM	/n/holylabs/janson_lab/Users/ncheng/chiseling/benchtm/processed_output/	833	10	aipw_intercept_fair	0.05	0	causal_random_forest_learner	SimulDataSplittingStrategy			0.4					500	2661	89597893
BenchTM	/n/holylabs/janson_lab/Users/ncheng/chiseling/benchtm/processed_output/	833	10	aipw_intercept_fair	0.05	0	causal_random_forest_learner	SimulDataSplittingStrategy			0.4					500	2662	3088948113
BenchTM	/n/holylabs/janson_lab/Users/ncheng/chiseling/benchtm/processed_output/	833	10	aipw_intercept_fair	0.05	0	causal_random_forest_learner	SimulDataSplittingStrategy			0.4					500	2663	2805743314
BenchTM	/n/holylabs/janson_lab/Users/ncheng/chiseling/benchtm/processed_output/	833	10	aipw_intercept_fair	0.05	0	causal_random_forest_learner	SimulDataSplittingStrategy			0.4					500	2664	981205653
BenchTM	/n/holylabs/janson_lab/Users/ncheng/chiseling/benchtm/processed_output/	833	10	aipw_intercept_fair	0.05	0	causal_random_forest_learner	SimulDataSplittingStrategy			0.5					500	2665	1427280420
BenchTM	/n/holylabs/janson_lab/Users/ncheng/chiseling/benchtm/processed_output/	833	10	aipw_intercept_fair	0.05	0	causal_random_forest_learner	SimulDataSplittingStrategy			0.5					500	2666	4279221599
BenchTM	/n/holylabs/janson_lab/Users/ncheng/chiseling/benchtm/processed_output/	833	10	aipw_intercept_fair	0.05	0	causal_random_forest_learner	SimulDataSplittingStrategy			0.5					500	2667	2329927991
BenchTM	/n/holylabs/janson_lab/Users/ncheng/chiseling/benchtm/processed_output/	833	10	aipw_intercept_fair	0.05	0	causal_random_forest_learner	SimulDataSplittingStrategy			0.5					500	2668	4186704744
BenchTM	/n/holylabs/janson_lab/Users/ncheng/chiseling/benchtm/processed_output/	833	10	aipw_intercept_fair	0.05	0	causal_random_forest_learner	SimulDataSplittingStrategy			0.5					500	2669	2118607930
BenchTM	/n/holylabs/janson_lab/Users/ncheng/chiseling/benchtm/processed_output/	833	10	aipw_intercept_fair	0.05	0	causal_random_forest_learner	SimulDataSplittingStrategy			0.6					500	2670	2793127554
BenchTM	/n/holylabs/janson_lab/Users/ncheng/chiseling/benchtm/processed_output/	833	10	aipw_intercept_fair	0.05	0	causal_random_forest_learner	SimulDataSplittingStrategy			0.6					500	2671	350153627
BenchTM	/n/holylabs/janson_lab/Users/ncheng/chiseling/benchtm/processed_output/	833	10	aipw_intercept_fair	0.05	0	causal_random_forest_learner	SimulDataSplittingStrategy			0.6					500	2672	857028297
BenchTM	/n/holylabs/janson_lab/Users/ncheng/chiseling/benchtm/processed_output/	833	10	aipw_intercept_fair	0.05	0	causal_random_forest_learner	SimulDataSplittingStrategy			0.6					500	2673	1731994354
BenchTM	/n/holylabs/janson_lab/Users/ncheng/chiseling/benchtm/processed_output/	833	10	aipw_intercept_fair	0.05	0	causal_random_forest_learner	SimulDataSplittingStrategy			0.6					500	2674	2921558050
BenchTM	/n/holylabs/janson_lab/Users/ncheng/chiseling/benchtm/processed_output/	833	10	aipw_intercept_fair	0.05	0	causal_random_forest_learner	SimulDataSplittingStrategy			0.7					500	2675	947302844
BenchTM	/n/holylabs/janson_lab/Users/ncheng/chiseling/benchtm/processed_output/	833	10	aipw_intercept_fair	0.05	0	causal_random_forest_learner	SimulDataSplittingStrategy			0.7					500	2676	310089820
BenchTM	/n/holylabs/janson_lab/Users/ncheng/chiseling/benchtm/processed_output/	833	10	aipw_intercept_fair	0.05	0	causal_random_forest_learner	SimulDataSplittingStrategy			0.7					500	2677	1797013429
BenchTM	/n/holylabs/janson_lab/Users/ncheng/chiseling/benchtm/processed_output/	833	10	aipw_intercept_fair	0.05	0	causal_random_forest_learner	SimulDataSplittingStrategy			0.7					500	2678	131651518
BenchTM	/n/holylabs/janson_lab/Users/ncheng/chiseling/benchtm/processed_output/	833	10	aipw_intercept_fair	0.05	0	causal_random_forest_learner	SimulDataSplittingStrategy			0.7					500	2679	874362062
BenchTM	/n/holylabs/janson_lab/Users/ncheng/chiseling/benchtm/processed_output/	833	10	aipw_intercept_fair	0.05	0	causal_random_forest_learner	SimulDataSplittingStrategy			0.8					500	2680	1106739552
BenchTM	/n/holylabs/janson_lab/Users/ncheng/chiseling/benchtm/processed_output/	833	10	aipw_intercept_fair	0.05	0	causal_random_forest_learner	SimulDataSplittingStrategy			0.8					500	2681	3609715590
BenchTM	/n/holylabs/janson_lab/Users/ncheng/chiseling/benchtm/processed_output/	833	10	aipw_intercept_fair	0.05	0	causal_random_forest_learner	SimulDataSplittingStrategy			0.8					500	2682	1986950475
BenchTM	/n/holylabs/janson_lab/Users/ncheng/chiseling/benchtm/processed_output/	833	10	aipw_intercept_fair	0.05	0	causal_random_forest_learner	SimulDataSplittingStrategy			0.8					500	2683	748154672
BenchTM	/n/holylabs/janson_lab/Users/ncheng/chiseling/benchtm/processed_output/	833	10	aipw_intercept_fair	0.05	0	causal_random_forest_learner	SimulDataSplittingStrategy			0.8					500	2684	3729202013
BenchTM	/n/holylabs/janson_lab/Users/ncheng/chiseling/benchtm/processed_output/	833	10	aipw_intercept_fair	0.05	0	causal_random_forest_learner	SimulDataSplittingStrategy			0.9					500	2685	4126521044
BenchTM	/n/holylabs/janson_lab/Users/ncheng/chiseling/benchtm/processed_output/	833	10	aipw_intercept_fair	0.05	0	causal_random_forest_learner	SimulDataSplittingStrategy			0.9					500	2686	3123167390
BenchTM	/n/holylabs/janson_lab/Users/ncheng/chiseling/benchtm/processed_output/	833	10	aipw_intercept_fair	0.05	0	causal_random_forest_learner	SimulDataSplittingStrategy			0.9					500	2687	1786308537
BenchTM	/n/holylabs/janson_lab/Users/ncheng/chiseling/benchtm/processed_output/	833	10	aipw_intercept_fair	0.05	0	causal_random_forest_learner	SimulDataSplittingStrategy			0.9					500	2688	3189900220
BenchTM	/n/holylabs/janson_lab/Users/ncheng/chiseling/benchtm/processed_output/	833	10	aipw_intercept_fair	0.05	0	causal_random_forest_learner	SimulDataSplittingStrategy			0.9					500	2689	3634595863
BenchTM	/n/holylabs/janson_lab/Users/ncheng/chiseling/benchtm/processed_output/	833	10	aipw_intercept_fair	0.05	0	causal_random_forest_learner	OracleStrategy								500	2690	1827479955
BenchTM	/n/holylabs/janson_lab/Users/ncheng/chiseling/benchtm/processed_output/	833	10	aipw_intercept_fair	0.05	0	causal_random_forest_learner	OracleStrategy								500	2691	2700524324
BenchTM	/n/holylabs/janson_lab/Users/ncheng/chiseling/benchtm/processed_output/	833	10	aipw_intercept_fair	0.05	0	causal_random_forest_learner	OracleStrategy								500	2692	1485779459
BenchTM	/n/holylabs/janson_lab/Users/ncheng/chiseling/benchtm/processed_output/	833	10	aipw_intercept_fair	0.05	0	causal_random_forest_learner	OracleStrategy								500	2693	3158305499
BenchTM	/n/holylabs/janson_lab/Users/ncheng/chiseling/benchtm/processed_output/	833	10	aipw_intercept_fair	0.05	0	causal_random_forest_learner	OracleStrategy								500	2694	1593599339
BenchTM	/n/holylabs/janson_lab/Users/ncheng/chiseling/benchtm/processed_output/	833	10	aipw_intercept_fair	0.05	0	causal_random_forest_learner	TTestStrategy								500	2695	3297348989
BenchTM	/n/holylabs/janson_lab/Users/ncheng/chiseling/benchtm/processed_output/	833	10	aipw_intercept_fair	0.05	0	causal_random_forest_learner	TTestStrategy								500	2696	4241922579
BenchTM	/n/holylabs/janson_lab/Users/ncheng/chiseling/benchtm/processed_output/	833	10	aipw_intercept_fair	0.05	0	causal_random_forest_learner	TTestStrategy								500	2697	2168292283
BenchTM	/n/holylabs/janson_lab/Users/ncheng/chiseling/benchtm/processed_output/	833	10	aipw_intercept_fair	0.05	0	causal_random_forest_learner	TTestStrategy								500	2698	172267671
BenchTM	/n/holylabs/janson_lab/Users/ncheng/chiseling/benchtm/processed_output/	833	10	aipw_intercept_fair	0.05	0	causal_random_forest_learner	TTestStrategy								500	2699	2333457969
BenchTM	/n/holylabs/janson_lab/Users/ncheng/chiseling/benchtm/processed_output/	833	15	aipw_intercept_fair	0.05	0	causal_random_forest_learner	Chiseling	0.01	0.05		0.05	1.0	8.0	41.0	50	2700	3723871920
BenchTM	/n/holylabs/janson_lab/Users/ncheng/chiseling/benchtm/processed_output/	833	15	aipw_intercept_fair	0.05	0	causal_random_forest_learner	Chiseling	0.01	0.05		0.05	1.0	8.0	41.0	50	2701	2207595442
BenchTM	/n/holylabs/janson_lab/Users/ncheng/chiseling/benchtm/processed_output/	833	15	aipw_intercept_fair	0.05	0	causal_random_forest_learner	Chiseling	0.01	0.05		0.05	1.0	8.0	41.0	50	2702	2485391967
BenchTM	/n/holylabs/janson_lab/Users/ncheng/chiseling/benchtm/processed_output/	833	15	aipw_intercept_fair	0.05	0	causal_random_forest_learner	Chiseling	0.01	0.05		0.05	1.0	8.0	41.0	50	2703	2525691496
BenchTM	/n/holylabs/janson_lab/Users/ncheng/chiseling/benchtm/processed_output/	833	15	aipw_intercept_fair	0.05	0	causal_random_forest_learner	Chiseling	0.01	0.05		0.05	1.0	8.0	41.0	50	2704	1883838883
BenchTM	/n/holylabs/janson_lab/Users/ncheng/chiseling/benchtm/processed_output/	833	15	aipw_intercept_fair	0.05	0	causal_random_forest_learner	Chiseling	0.01	0.05		0.05	1.0	8.0	41.0	50	2705	126248185
BenchTM	/n/holylabs/janson_lab/Users/ncheng/chiseling/benchtm/processed_output/	833	15	aipw_intercept_fair	0.05	0	causal_random_forest_learner	Chiseling	0.01	0.05		0.05	1.0	8.0	41.0	50	2706	3114957940
BenchTM	/n/holylabs/janson_lab/Users/ncheng/chiseling/benchtm/processed_output/	833	15	aipw_intercept_fair	0.05	0	causal_random_forest_learner	Chiseling	0.01	0.05		0.05	1.0	8.0	41.0	50	2707	1698724705
BenchTM	/n/holylabs/janson_lab/Users/ncheng/chiseling/benchtm/processed_output/	833	15	aipw_intercept_fair	0.05	0	causal_random_forest_learner	Chiseling	0.01	0.05		0.05	1.0	8.0	41.0	50	2708	2090227199
BenchTM	/n/holylabs/janson_lab/Users/ncheng/chiseling/benchtm/processed_output/	833	15	aipw_intercept_fair	0.05	0	causal_random_forest_learner	Chiseling	0.01	0.05		0.05	1.0	8.0	41.0	50	2709	2603560675
BenchTM	/n/holylabs/janson_lab/Users/ncheng/chiseling/benchtm/processed_output/	833	15	aipw_intercept_fair	0.05	0	causal_random_forest_learner	Chiseling	0.01	0.05		0.05	1.0	8.0	41.0	50	2710	3751324225
BenchTM	/n/holylabs/janson_lab/Users/ncheng/chiseling/benchtm/processed_output/	833	15	aipw_intercept_fair	0.05	0	causal_random_forest_learner	Chiseling	0.01	0.05		0.05	1.0	8.0	41.0	50	2711	2567203150
BenchTM	/n/holylabs/janson_lab/Users/ncheng/chiseling/benchtm/processed_output/	833	15	aipw_intercept_fair	0.05	0	causal_random_forest_learner	Chiseling	0.01	0.05		0.05	1.0	8.0	41.0	50	2712	3868485025
BenchTM	/n/holylabs/janson_lab/Users/ncheng/chiseling/benchtm/processed_output/	833	15	aipw_intercept_fair	0.05	0	causal_random_forest_learner	Chiseling	0.01	0.05		0.05	1.0	8.0	41.0	50	2713	3405720483
BenchTM	/n/holylabs/janson_lab/Users/ncheng/chiseling/benchtm/processed_output/	833	15	aipw_intercept_fair	0.05	0	causal_random_forest_learner	Chiseling	0.01	0.05		0.05	1.0	8.0	41.0	50	2714	1811277573
BenchTM	/n/holylabs/janson_lab/Users/ncheng/chiseling/benchtm/processed_output/	833	15	aipw_intercept_fair	0.05	0	causal_random_forest_learner	Chiseling	0.01	0.05		0.05	1.0	8.0	41.0	50	2715	2813243686
BenchTM	/n/holylabs/janson_lab/Users/ncheng/chiseling/benchtm/processed_output/	833	15	aipw_intercept_fair	0.05	0	causal_random_forest_learner	Chiseling	0.01	0.05		0.05	1.0	8.0	41.0	50	2716	1188966313
BenchTM	/n/holylabs/janson_lab/Users/ncheng/chiseling/benchtm/processed_output/	833	15	aipw_intercept_fair	0.05	0	causal_random_forest_learner	Chiseling	0.01	0.05		0.05	1.0	8.0	41.0	50	2717	4261180146
BenchTM	/n/holylabs/janson_lab/Users/ncheng/chiseling/benchtm/processed_output/	833	15	aipw_intercept_fair	0.05	0	causal_random_forest_learner	Chiseling	0.01	0.05		0.05	1.0	8.0	41.0	50	2718	2544125298
BenchTM	/n/holylabs/janson_lab/Users/ncheng/chiseling/benchtm/processed_output/	833	15	aipw_intercept_fair	0.05	0	causal_random_forest_learner	Chiseling	0.01	0.05		0.05	1.0	8.0	41.0	50	2719	1219145913
BenchTM	/n/holylabs/janson_lab/Users/ncheng/chiseling/benchtm/processed_output/	833	15	aipw_intercept_fair	0.05	0	causal_random_forest_learner	Chiseling	0.01	0.05		0.05	1.0	8.0	41.0	50	2720	3918570741
BenchTM	/n/holylabs/janson_lab/Users/ncheng/chiseling/benchtm/processed_output/	833	15	aipw_intercept_fair	0.05	0	causal_random_forest_learner	Chiseling	0.01	0.05		0.05	1.0	8.0	41.0	50	2721	1542541948
BenchTM	/n/holylabs/janson_lab/Users/ncheng/chiseling/benchtm/processed_output/	833	15	aipw_intercept_fair	0.05	0	causal_random_forest_learner	Chiseling	0.01	0.05		0.05	1.0	8.0	41.0	50	2722	904787211
BenchTM	/n/holylabs/janson_lab/Users/ncheng/chiseling/benchtm/processed_output/	833	15	aipw_intercept_fair	0.05	0	causal_random_forest_learner	Chiseling	0.01	0.05		0.05	1.0	8.0	41.0	50	2723	1648610946
BenchTM	/n/holylabs/janson_lab/Users/ncheng/chiseling/benchtm/processed_output/	833	15	aipw_intercept_fair	0.05	0	causal_random_forest_learner	Chiseling	0.01	0.05		0.05	1.0	8.0	41.0	50	2724	2675621100
BenchTM	/n/holylabs/janson_lab/Users/ncheng/chiseling/benchtm/processed_output/	833	15	aipw_intercept_fair	0.05	0	causal_random_forest_learner	Chiseling	0.01	0.05		0.05	1.0	8.0	41.0	50	2725	2000650769
BenchTM	/n/holylabs/janson_lab/Users/ncheng/chiseling/benchtm/processed_output/	833	15	aipw_intercept_fair	0.05	0	causal_random_forest_learner	Chiseling	0.01	0.05		0.05	1.0	8.0	41.0	50	2726	2712530471
BenchTM	/n/holylabs/janson_lab/Users/ncheng/chiseling/benchtm/processed_output/	833	15	aipw_intercept_fair	0.05	0	causal_random_forest_learner	Chiseling	0.01	0.05		0.05	1.0	8.0	41.0	50	2727	3590584340
BenchTM	/n/holylabs/janson_lab/Users/ncheng/chiseling/benchtm/processed_output/	833	15	aipw_intercept_fair	0.05	0	causal_random_forest_learner	Chiseling	0.01	0.05		0.05	1.0	8.0	41.0	50	2728	3148696462
BenchTM	/n/holylabs/janson_lab/Users/ncheng/chiseling/benchtm/processed_output/	833	15	aipw_intercept_fair	0.05	0	causal_random_forest_learner	Chiseling	0.01	0.05		0.05	1.0	8.0	41.0	50	2729	1012719328
BenchTM	/n/holylabs/janson_lab/Users/ncheng/chiseling/benchtm/processed_output/	833	15	aipw_intercept_fair	0.05	0	causal_random_forest_learner	Chiseling	0.01	0.05		0.05	1.0	8.0	41.0	50	2730	565078882
BenchTM	/n/holylabs/janson_lab/Users/ncheng/chiseling/benchtm/processed_output/	833	15	aipw_intercept_fair	0.05	0	causal_random_forest_learner	Chiseling	0.01	0.05		0.05	1.0	8.0	41.0	50	2731	3332895513
BenchTM	/n/holylabs/janson_lab/Users/ncheng/chiseling/benchtm/processed_output/	833	15	aipw_intercept_fair	0.05	0	causal_random_forest_learner	Chiseling	0.01	0.05		0.05	1.0	8.0	41.0	50	2732	3074444807
BenchTM	/n/holylabs/janson_lab/Users/ncheng/chiseling/benchtm/processed_output/	833	15	aipw_intercept_fair	0.05	0	causal_random_forest_learner	Chiseling	0.01	0.05		0.05	1.0	8.0	41.0	50	2733	1740793955
BenchTM	/n/holylabs/janson_lab/Users/ncheng/chiseling/benchtm/processed_output/	833	15	aipw_intercept_fair	0.05	0	causal_random_forest_learner	Chiseling	0.01	0.05		0.05	1.0	8.0	41.0	50	2734	3904264943
BenchTM	/n/holylabs/janson_lab/Users/ncheng/chiseling/benchtm/processed_output/	833	15	aipw_intercept_fair	0.05	0	causal_random_forest_learner	Chiseling	0.01	0.05		0.05	1.0	8.0	41.0	50	2735	2584949213
BenchTM	/n/holylabs/janson_lab/Users/ncheng/chiseling/benchtm/processed_output/	833	15	aipw_intercept_fair	0.05	0	causal_random_forest_learner	Chiseling	0.01	0.05		0.05	1.0	8.0	41.0	50	2736	771733078
BenchTM	/n/holylabs/janson_lab/Users/ncheng/chiseling/benchtm/processed_output/	833	15	aipw_intercept_fair	0.05	0	causal_random_forest_learner	Chiseling	0.01	0.05		0.05	1.0	8.0	41.0	50	2737	2716740905
BenchTM	/n/holylabs/janson_lab/Users/ncheng/chiseling/benchtm/processed_output/	833	15	aipw_intercept_fair	0.05	0	causal_random_forest_learner	Chiseling	0.01	0.05		0.05	1.0	8.0	41.0	50	2738	1020240811
BenchTM	/n/holylabs/janson_lab/Users/ncheng/chiseling/benchtm/processed_output/	833	15	aipw_intercept_fair	0.05	0	causal_random_forest_learner	Chiseling	0.01	0.05		0.05	1.0	8.0	41.0	50	2739	1601372685
BenchTM	/n/holylabs/janson_lab/Users/ncheng/chiseling/benchtm/processed_output/	833	15	aipw_intercept_fair	0.05	0	causal_random_forest_learner	Chiseling	0.01	0.05		0.05	1.0	8.0	41.0	50	2740	4172110157
BenchTM	/n/holylabs/janson_lab/Users/ncheng/chiseling/benchtm/processed_output/	833	15	aipw_intercept_fair	0.05	0	causal_random_forest_learner	Chiseling	0.01	0.05		0.05	1.0	8.0	41.0	50	2741	2201665537
BenchTM	/n/holylabs/janson_lab/Users/ncheng/chiseling/benchtm/processed_output/	833	15	aipw_intercept_fair	0.05	0	causal_random_forest_learner	Chiseling	0.01	0.05		0.05	1.0	8.0	41.0	50	2742	777290102
BenchTM	/n/holylabs/janson_lab/Users/ncheng/chiseling/benchtm/processed_output/	833	15	aipw_intercept_fair	0.05	0	causal_random_forest_learner	Chiseling	0.01	0.05		0.05	1.0	8.0	41.0	50	2743	1773955364
BenchTM	/n/holylabs/janson_lab/Users/ncheng/chiseling/benchtm/processed_output/	833	15	aipw_intercept_fair	0.05	0	causal_random_forest_learner	Chiseling	0.01	0.05		0.05	1.0	8.0	41.0	50	2744	3669556036
BenchTM	/n/holylabs/janson_lab/Users/ncheng/chiseling/benchtm/processed_output/	833	15	aipw_intercept_fair	0.05	0	causal_random_forest_learner	Chiseling	0.01	0.05		0.05	1.0	8.0	41.0	50	2745	296923045
BenchTM	/n/holylabs/janson_lab/Users/ncheng/chiseling/benchtm/processed_output/	833	15	aipw_intercept_fair	0.05	0	causal_random_forest_learner	Chiseling	0.01	0.05		0.05	1.0	8.0	41.0	50	2746	2114317292
BenchTM	/n/holylabs/janson_lab/Users/ncheng/chiseling/benchtm/processed_output/	833	15	aipw_intercept_fair	0.05	0	causal_random_forest_learner	Chiseling	0.01	0.05		0.05	1.0	8.0	41.0	50	2747	1877611048
BenchTM	/n/holylabs/janson_lab/Users/ncheng/chiseling/benchtm/processed_output/	833	15	aipw_intercept_fair	0.05	0	causal_random_forest_learner	Chiseling	0.01	0.05		0.05	1.0	8.0	41.0	50	2748	1061849405
BenchTM	/n/holylabs/janson_lab/Users/ncheng/chiseling/benchtm/processed_output/	833	15	aipw_intercept_fair	0.05	0	causal_random_forest_learner	Chiseling	0.01	0.05		0.05	1.0	8.0	41.0	50	2749	418301429
BenchTM	/n/holylabs/janson_lab/Users/ncheng/chiseling/benchtm/processed_output/	833	15	aipw_intercept_fair	0.05	0	causal_random_forest_learner	DataSplittingStrategy			0.1					500	2750	3739842363
BenchTM	/n/holylabs/janson_lab/Users/ncheng/chiseling/benchtm/processed_output/	833	15	aipw_intercept_fair	0.05	0	causal_random_forest_learner	DataSplittingStrategy			0.1					500	2751	1739551100
BenchTM	/n/holylabs/janson_lab/Users/ncheng/chiseling/benchtm/processed_output/	833	15	aipw_intercept_fair	0.05	0	causal_random_forest_learner	DataSplittingStrategy			0.1					500	2752	1912571502
BenchTM	/n/holylabs/janson_lab/Users/ncheng/chiseling/benchtm/processed_output/	833	15	aipw_intercept_fair	0.05	0	causal_random_forest_learner	DataSplittingStrategy			0.1					500	2753	2546565133
BenchTM	/n/holylabs/janson_lab/Users/ncheng/chiseling/benchtm/processed_output/	833	15	aipw_intercept_fair	0.05	0	causal_random_forest_learner	DataSplittingStrategy			0.1					500	2754	2211123703
